****************
timestamp: 2023-12-12 21:01:43.188414
initializing training...
device: cuda
nca perception channels: 60
nca parameter count: 9856
nca isotropic type: 1
training new model from scratch...
model: cowboy16_iso2_v9
type: 5
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 24, 24, 24]
target.shape: [4, 4, 24, 24, 24]
starting training w/ 12001 epochs...
[100/12001]	 3.03it/s	 time: 0:00:33~1:05:27	 loss: 516.89>20.187	 lr: 3.474e-05 ▲
[2000/12001]	 3.273it/s	 time: 0:10:11~0:50:55	 loss: 10.645>9.244	 lr: 0.00049976 ▲
model [cowboy16_iso2_v9_cp2000] saved to _checkpoints...
[2100/12001]	 3.271it/s	 time: 0:10:42~0:50:26	 loss: 10.447>9.244	 lr: 0.00047526 ▼
[2200/12001]	 3.264it/s	 time: 0:11:14~0:50:02	 loss: 10.421>9.244	 lr: 0.00045075 ▼
[2300/12001]	 3.267it/s	 time: 0:11:44~0:49:29	 loss: 10.126>8.858	 lr: 0.00042625 ▼
[2400/12001]	 3.265it/s	 time: 0:12:15~0:48:59	 loss: 9.935>8.692	 lr: 0.00040176 ▼
[2500/12001]	 3.268it/s	 time: 0:12:45~0:48:27	 loss: 10.097>8.692	 lr: 0.00037726 ▼
[2600/12001]	 3.266it/s	 time: 0:13:16~0:47:57	 loss: 9.778>7.977	 lr: 0.00035276 ▼
[2700/12001]	 3.269it/s	 time: 0:13:46~0:47:25	 loss: 9.599>7.977	 lr: 0.00032825 ▼
[2800/12001]	 3.271it/s	 time: 0:14:16~0:46:52	 loss: 9.733>7.977	 lr: 0.00030375 ▼
[2900/12001]	 3.273it/s	 time: 0:14:46~0:46:20	 loss: 9.643>7.977	 lr: 0.00027926 ▼
[3000/12001]	 3.275it/s	 time: 0:15:16~0:45:48	 loss: 9.476>7.977	 lr: 0.00025476 ▼
model [cowboy16_iso2_v9_cp3000] saved to _checkpoints...
[3100/12001]	 3.273it/s	 time: 0:15:47~0:45:18	 loss: 9.416>7.977	 lr: 0.00023026 ▼
[3200/12001]	 3.272it/s	 time: 0:16:18~0:44:49	 loss: 9.277>7.492	 lr: 0.00020575 ▼
[3300/12001]	 3.274it/s	 time: 0:16:48~0:44:17	 loss: 9.361>7.492	 lr: 0.00018125 ▼
[3400/12001]	 3.276it/s	 time: 0:17:18~0:43:45	 loss: 9.225>7.492	 lr: 0.00015676 ▼
[3500/12001]	 3.268it/s	 time: 0:17:51~0:43:21	 loss: 9.269>7.492	 lr: 0.00013226 ▼
[3600/12001]	 3.27it/s	 time: 0:18:21~0:42:49	 loss: 9.183>7.492	 lr: 0.00010776 ▼
[3700/12001]	 3.269it/s	 time: 0:18:52~0:42:19	 loss: 9.156>7.492	 lr: 8.325e-05 ▼
[3800/12001]	 3.27it/s	 time: 0:19:22~0:41:47	 loss: 9.069>7.492	 lr: 5.875e-05 ▼
[3900/12001]	 3.272it/s	 time: 0:19:52~0:41:15	 loss: 8.888>7.492	 lr: 3.426e-05 ▼
[4000/12001]	 3.271it/s	 time: 0:20:23~0:40:46	 loss: 8.928>7.492	 lr: 1.012e-05 ▼
model [cowboy16_iso2_v9_cp4000] saved to _checkpoints...
[4100/12001]	 3.272it/s	 time: 0:20:53~0:40:14	 loss: 8.8>7.492	 lr: 2.237e-05 ▲
[4200/12001]	 3.274it/s	 time: 0:21:23~0:39:42	 loss: 8.916>7.492	 lr: 3.462e-05 ▲
[4300/12001]	 3.27it/s	 time: 0:21:55~0:39:14	 loss: 9.014>7.492	 lr: 4.687e-05 ▲
[4400/12001]	 3.269it/s	 time: 0:22:26~0:38:44	 loss: 8.844>7.492	 lr: 5.912e-05 ▲
[4500/12001]	 3.27it/s	 time: 0:22:56~0:38:13	 loss: 8.863>7.492	 lr: 7.137e-05 ▲
[4600/12001]	 3.272it/s	 time: 0:23:26~0:37:41	 loss: 9.0>7.492	 lr: 8.362e-05 ▲
[4700/12001]	 3.273it/s	 time: 0:23:56~0:37:10	 loss: 9.007>7.492	 lr: 9.587e-05 ▲
[4800/12001]	 3.274it/s	 time: 0:24:26~0:36:39	 loss: 9.035>7.492	 lr: 0.00010812 ▲
[4900/12001]	 3.273it/s	 time: 0:24:57~0:36:09	 loss: 8.879>7.453	 lr: 0.00012037 ▲
[5000/12001]	 3.274it/s	 time: 0:25:27~0:35:37	 loss: 8.908>7.453	 lr: 0.00013262 ▲
model [cowboy16_iso2_v9_cp5000] saved to _checkpoints...
[5100/12001]	 3.276it/s	 time: 0:25:57~0:35:06	 loss: 8.938>7.453	 lr: 0.00014487 ▲
[5200/12001]	 3.277it/s	 time: 0:26:27~0:34:35	 loss: 8.99>7.307	 lr: 0.00015712 ▲
[5300/12001]	 3.276it/s	 time: 0:26:58~0:34:05	 loss: 8.834>7.307	 lr: 0.00016937 ▲
[5400/12001]	 3.277it/s	 time: 0:27:28~0:33:34	 loss: 8.936>7.307	 lr: 0.00018162 ▲
[5500/12001]	 3.278it/s	 time: 0:27:58~0:33:03	 loss: 8.925>7.307	 lr: 0.00019387 ▲
[5600/12001]	 3.277it/s	 time: 0:28:29~0:32:33	 loss: 8.818>7.307	 lr: 0.00020612 ▲
[5700/12001]	 3.274it/s	 time: 0:29:01~0:32:04	 loss: 8.847>7.307	 lr: 0.00021837 ▲
[5800/12001]	 3.273it/s	 time: 0:29:32~0:31:34	 loss: 8.763>7.307	 lr: 0.00023062 ▲
[5900/12001]	 3.274it/s	 time: 0:30:02~0:31:03	 loss: 8.707>7.307	 lr: 0.00024287 ▲
[6000/12001]	 3.275it/s	 time: 0:30:32~0:30:32	 loss: 8.721>7.024	 lr: 0.00025488 ▲
model [cowboy16_iso2_v9_cp6000] saved to _checkpoints...
[6100/12001]	 3.276it/s	 time: 0:31:02~0:30:00	 loss: 9.152>7.024	 lr: 0.00024263 ▼
[6200/12001]	 3.275it/s	 time: 0:31:33~0:29:30	 loss: 8.864>7.024	 lr: 0.00023038 ▼
[6300/12001]	 3.276it/s	 time: 0:32:03~0:28:59	 loss: 8.65>6.451	 lr: 0.00021813 ▼
[6400/12001]	 3.277it/s	 time: 0:32:33~0:28:28	 loss: 8.575>6.451	 lr: 0.00020588 ▼
[6500/12001]	 3.275it/s	 time: 0:33:05~0:27:59	 loss: 8.632>6.451	 lr: 0.00019363 ▼
[6600/12001]	 3.272it/s	 time: 0:33:37~0:27:30	 loss: 8.416>6.261	 lr: 0.00018138 ▼
[6700/12001]	 3.273it/s	 time: 0:34:07~0:26:59	 loss: 8.517>6.096	 lr: 0.00016913 ▼
[6800/12001]	 3.272it/s	 time: 0:34:38~0:26:29	 loss: 7.984>5.76	 lr: 0.00015688 ▼
[6900/12001]	 3.275it/s	 time: 0:35:07~0:25:57	 loss: 8.216>5.76	 lr: 0.00014463 ▼
[7000/12001]	 3.274it/s	 time: 0:35:38~0:25:27	 loss: 8.606>5.76	 lr: 0.00013238 ▼
model [cowboy16_iso2_v9_cp7000] saved to _checkpoints...
[7100/12001]	 3.275it/s	 time: 0:36:08~0:24:56	 loss: 8.417>5.76	 lr: 0.00012013 ▼
[7200/12001]	 3.276it/s	 time: 0:36:38~0:24:25	 loss: 8.561>5.76	 lr: 0.00010788 ▼
[7300/12001]	 3.275it/s	 time: 0:37:09~0:23:55	 loss: 8.356>5.76	 lr: 9.563e-05 ▼
[7400/12001]	 3.27it/s	 time: 0:37:43~0:23:26	 loss: 8.265>5.76	 lr: 8.338e-05 ▼
[7500/12001]	 3.268it/s	 time: 0:38:15~0:22:57	 loss: 8.383>5.76	 lr: 7.113e-05 ▼
[7600/12001]	 3.269it/s	 time: 0:38:45~0:22:26	 loss: 7.949>5.76	 lr: 5.888e-05 ▼
[7700/12001]	 3.27it/s	 time: 0:39:15~0:21:55	 loss: 8.238>5.76	 lr: 4.663e-05 ▼
[7800/12001]	 3.27it/s	 time: 0:39:45~0:21:24	 loss: 8.3>5.76	 lr: 3.438e-05 ▼
[7900/12001]	 3.27it/s	 time: 0:40:16~0:20:53	 loss: 8.125>5.76	 lr: 2.213e-05 ▼
[8000/12001]	 3.271it/s	 time: 0:40:46~0:20:23	 loss: 8.398>5.76	 lr: 1.006e-05 ▼
model [cowboy16_iso2_v9_cp8000] saved to _checkpoints...
[8100/12001]	 3.271it/s	 time: 0:41:16~0:19:52	 loss: 8.048>5.76	 lr: 1.619e-05 ▲
[8200/12001]	 3.271it/s	 time: 0:41:47~0:19:21	 loss: 8.202>5.76	 lr: 2.231e-05 ▲
[8300/12001]	 3.272it/s	 time: 0:42:17~0:18:50	 loss: 8.129>5.76	 lr: 2.844e-05 ▲
[8400/12001]	 3.271it/s	 time: 0:42:48~0:18:20	 loss: 8.119>5.76	 lr: 3.456e-05 ▲
[8500/12001]	 3.272it/s	 time: 0:43:18~0:17:49	 loss: 8.14>5.76	 lr: 4.069e-05 ▲
[8600/12001]	 3.27it/s	 time: 0:43:50~0:17:19	 loss: 8.169>5.76	 lr: 4.681e-05 ▲
[8700/12001]	 3.271it/s	 time: 0:44:20~0:16:48	 loss: 8.072>5.76	 lr: 5.294e-05 ▲
[8800/12001]	 3.271it/s	 time: 0:44:50~0:16:18	 loss: 8.23>5.76	 lr: 5.906e-05 ▲
[8900/12001]	 3.272it/s	 time: 0:45:20~0:15:47	 loss: 8.174>5.76	 lr: 6.519e-05 ▲
[9000/12001]	 3.273it/s	 time: 0:45:50~0:15:16	 loss: 7.934>5.76	 lr: 7.131e-05 ▲
model [cowboy16_iso2_v9_cp9000] saved to _checkpoints...
[9100/12001]	 3.273it/s	 time: 0:46:20~0:14:45	 loss: 7.849>5.76	 lr: 7.744e-05 ▲
[9200/12001]	 3.273it/s	 time: 0:46:51~0:14:15	 loss: 8.285>5.76	 lr: 8.356e-05 ▲
[9300/12001]	 3.273it/s	 time: 0:47:21~0:13:44	 loss: 8.03>5.733	 lr: 8.969e-05 ▲
[9400/12001]	 3.273it/s	 time: 0:47:52~0:13:14	 loss: 8.176>5.733	 lr: 9.581e-05 ▲
[9500/12001]	 3.274it/s	 time: 0:48:22~0:12:43	 loss: 7.921>5.733	 lr: 0.00010194 ▲
[9600/12001]	 3.274it/s	 time: 0:48:52~0:12:13	 loss: 7.91>5.293	 lr: 0.00010806 ▲
[9700/12001]	 3.274it/s	 time: 0:49:23~0:11:42	 loss: 7.788>5.293	 lr: 0.00011419 ▲
[9800/12001]	 3.273it/s	 time: 0:49:54~0:11:12	 loss: 8.095>5.293	 lr: 0.00012031 ▲
[9900/12001]	 3.274it/s	 time: 0:50:24~0:10:41	 loss: 8.244>5.293	 lr: 0.00012644 ▲
[10000/12001]	 3.273it/s	 time: 0:50:55~0:10:11	 loss: 7.926>5.293	 lr: 0.00013244 ▲
model [cowboy16_iso2_v9_cp10000] saved to _checkpoints...
[10100/12001]	 3.274it/s	 time: 0:51:25~0:09:40	 loss: 8.13>5.293	 lr: 0.00012631 ▼
[10200/12001]	 3.273it/s	 time: 0:51:56~0:09:09	 loss: 8.175>5.293	 lr: 0.00012019 ▼
[10300/12001]	 3.274it/s	 time: 0:52:26~0:08:39	 loss: 8.175>5.293	 lr: 0.00011406 ▼
[10400/12001]	 3.275it/s	 time: 0:52:56~0:08:08	 loss: 7.686>5.293	 lr: 0.00010794 ▼
[10500/12001]	 3.275it/s	 time: 0:53:26~0:07:38	 loss: 8.078>5.293	 lr: 0.00010181 ▼
[10600/12001]	 3.274it/s	 time: 0:53:58~0:07:07	 loss: 8.211>5.293	 lr: 9.569e-05 ▼
[10700/12001]	 3.274it/s	 time: 0:54:28~0:06:37	 loss: 8.33>5.293	 lr: 8.956e-05 ▼
[10800/12001]	 3.275it/s	 time: 0:54:58~0:06:06	 loss: 8.101>5.293	 lr: 8.344e-05 ▼
[10900/12001]	 3.274it/s	 time: 0:55:29~0:05:35	 loss: 7.813>5.293	 lr: 7.731e-05 ▼
[11000/12001]	 3.275it/s	 time: 0:55:59~0:05:05	 loss: 7.781>5.293	 lr: 7.119e-05 ▼
model [cowboy16_iso2_v9_cp11000] saved to _checkpoints...
[11100/12001]	 3.275it/s	 time: 0:56:29~0:04:34	 loss: 7.641>5.293	 lr: 6.506e-05 ▼
[11200/12001]	 3.276it/s	 time: 0:56:59~0:04:04	 loss: 7.985>5.293	 lr: 5.894e-05 ▼
[11300/12001]	 3.276it/s	 time: 0:57:29~0:03:33	 loss: 8.203>5.293	 lr: 5.281e-05 ▼
[11400/12001]	 3.277it/s	 time: 0:57:59~0:03:03	 loss: 7.78>5.293	 lr: 4.669e-05 ▼
[11500/12001]	 3.276it/s	 time: 0:58:30~0:02:32	 loss: 7.833>5.293	 lr: 4.056e-05 ▼
[11600/12001]	 3.276it/s	 time: 0:59:01~0:02:02	 loss: 7.959>5.293	 lr: 3.444e-05 ▼
[11700/12001]	 3.275it/s	 time: 0:59:33~0:01:31	 loss: 7.964>5.293	 lr: 2.831e-05 ▼
[11800/12001]	 3.275it/s	 time: 1:00:03~0:01:01	 loss: 7.826>5.293	 lr: 2.219e-05 ▼
[11900/12001]	 3.276it/s	 time: 1:00:32~0:00:30	 loss: 7.633>5.293	 lr: 1.606e-05 ▼
[12000/12001]	 3.276it/s	 time: 1:01:03~0:00:00	 loss: 7.477>5.293	 lr: 1.003e-05 ▼
model [cowboy16_iso2_v9_cp12000] saved to _checkpoints...
train time: 1:01:03
model [cowboy16_iso2_v9] saved to _models...
elapsed time: 1:01:28
****************
