****************
timestamp: 2023-12-12 17:11:49.657185
initializing training...
device: cuda
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: cowboy16_iso2_v6
type: 5
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 24, 24, 24]
target.shape: [4, 4, 24, 24, 24]
starting training w/ 12001 epochs...
[100/12001]	 3.03it/s	 time: 0:00:33~1:05:27	 loss: 1374.505>19.703	 lr: 3.474e-05 ▲
[200/12001]	 3.03it/s	 time: 0:01:06~1:04:54	 loss: 377.864>17.455	 lr: 5.924e-05 ▲
[300/12001]	 3.0it/s	 time: 0:01:40~1:05:00	 loss: 116.362>16.067	 lr: 8.375e-05 ▲
[400/12001]	 3.008it/s	 time: 0:02:13~1:04:17	 loss: 154.557>15.602	 lr: 0.00010824 ▲
[500/12001]	 3.03it/s	 time: 0:02:45~1:03:15	 loss: 59.704>15.433	 lr: 0.00013275 ▲
[600/12001]	 3.03it/s	 time: 0:03:18~1:02:42	 loss: 50.972>13.117	 lr: 0.00015724 ▲
[700/12001]	 3.043it/s	 time: 0:03:50~1:01:52	 loss: 91.372>12.692	 lr: 0.00018174 ▲
[800/12001]	 3.053it/s	 time: 0:04:22~1:01:07	 loss: 116.564>12.692	 lr: 0.00020625 ▲
[900/12001]	 3.051it/s	 time: 0:04:55~1:00:38	 loss: 273.185>12.531	 lr: 0.00023074 ▲
[1000/12001]	 3.058it/s	 time: 0:05:27~0:59:57	 loss: 17.551>11.442	 lr: 0.00025524 ▲
model [cowboy16_iso2_v6_cp1000] saved to _checkpoints...
[1100/12001]	 3.064it/s	 time: 0:05:59~0:59:17	 loss: 12.592>10.02	 lr: 0.00027975 ▲
[1200/12001]	 3.061it/s	 time: 0:06:32~0:58:48	 loss: 18.72>8.814	 lr: 0.00030425 ▲
[1300/12001]	 3.059it/s	 time: 0:07:05~0:58:18	 loss: 11.079>8.627	 lr: 0.00032875 ▲
[1400/12001]	 3.07it/s	 time: 0:07:36~0:57:32	 loss: 10.22>8.096	 lr: 0.00035324 ▲
[1500/12001]	 3.074it/s	 time: 0:08:08~0:56:56	 loss: 9.39>7.422	 lr: 0.00037774 ▲
[1600/12001]	 3.071it/s	 time: 0:08:41~0:56:26	 loss: 8.715>6.815	 lr: 0.00040224 ▲
[1700/12001]	 3.069it/s	 time: 0:09:14~0:55:56	 loss: 8.258>6.49	 lr: 0.00042675 ▲
[1800/12001]	 3.066it/s	 time: 0:09:47~0:55:26	 loss: 7.392>5.993	 lr: 0.00045125 ▲
[1900/12001]	 3.069it/s	 time: 0:10:19~0:54:50	 loss: 7.024>5.676	 lr: 0.00047574 ▲
[2000/12001]	 3.072it/s	 time: 0:10:51~0:54:15	 loss: 6.864>5.318	 lr: 0.00049976 ▲
model [cowboy16_iso2_v6_cp2000] saved to _checkpoints...
[2100/12001]	 3.075it/s	 time: 0:11:23~0:53:39	 loss: 6.692>5.121	 lr: 0.00047526 ▼
[2200/12001]	 3.073it/s	 time: 0:11:56~0:53:09	 loss: 5.657>4.607	 lr: 0.00045075 ▼
[2300/12001]	 3.075it/s	 time: 0:12:28~0:52:34	 loss: 5.323>4.243	 lr: 0.00042625 ▼
[2400/12001]	 3.077it/s	 time: 0:13:00~0:51:59	 loss: 5.13>3.878	 lr: 0.00040176 ▼
[2500/12001]	 3.079it/s	 time: 0:13:32~0:51:25	 loss: 4.565>3.659	 lr: 0.00037726 ▼
[2600/12001]	 3.081it/s	 time: 0:14:04~0:50:51	 loss: 4.232>3.24	 lr: 0.00035276 ▼
[2700/12001]	 3.079it/s	 time: 0:14:37~0:50:20	 loss: 4.103>3.24	 lr: 0.00032825 ▼
[2800/12001]	 3.08it/s	 time: 0:15:09~0:49:46	 loss: 3.783>2.842	 lr: 0.00030375 ▼
[2900/12001]	 3.079it/s	 time: 0:15:42~0:49:15	 loss: 3.454>2.667	 lr: 0.00027926 ▼
[3000/12001]	 3.08it/s	 time: 0:16:14~0:48:42	 loss: 3.278>2.507	 lr: 0.00025476 ▼
model [cowboy16_iso2_v6_cp3000] saved to _checkpoints...
[3100/12001]	 3.082it/s	 time: 0:16:46~0:48:08	 loss: 3.056>2.398	 lr: 0.00023026 ▼
