****************
timestamp: 2024-02-21 18:44:47.825957
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: rubiks_iso3_v0
type: YAW_ISO_V3
hidden-seed-info: False
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 25, 25, 25]
target.shape: [4, 4, 25, 25, 25]
starting training w/ 10001 epochs...
[100/10001]	 2.778it/s	 time: 0:00:36~0:59:24	 loss: 387.538>16.754	 lr: 3.474e-05 ▲
[4500/10001]	 2.797it/s	 time: 0:26:49~0:32:46	 loss: 5.177>4.621	 lr: 7.137e-05 ▲
[4600/10001]	 2.796it/s	 time: 0:27:25~0:32:11	 loss: 5.156>4.591	 lr: 8.362e-05 ▲
[4700/10001]	 2.798it/s	 time: 0:28:00~0:31:34	 loss: 5.079>4.411	 lr: 9.587e-05 ▲
[4800/10001]	 2.797it/s	 time: 0:28:36~0:30:59	 loss: 4.964>4.384	 lr: 0.00010812 ▲
[4900/10001]	 2.797it/s	 time: 0:29:12~0:30:23	 loss: 4.954>4.315	 lr: 0.00012037 ▲
[5000/10001]	 2.796it/s	 time: 0:29:48~0:29:47	 loss: 4.765>3.964	 lr: 0.00013262 ▲
model [rubiks_iso3_v0_cp5000] saved to _checkpoints...
[5100/10001]	 2.796it/s	 time: 0:30:24~0:29:12	 loss: 4.668>3.767	 lr: 0.00014487 ▲
[5200/10001]	 2.797it/s	 time: 0:30:59~0:28:36	 loss: 4.762>3.767	 lr: 0.00015712 ▲
[5300/10001]	 2.798it/s	 time: 0:31:34~0:27:59	 loss: 4.593>3.767	 lr: 0.00016937 ▲
[5400/10001]	 2.798it/s	 time: 0:32:10~0:27:24	 loss: 4.323>3.517	 lr: 0.00018162 ▲
[5500/10001]	 2.798it/s	 time: 0:32:46~0:26:48	 loss: 4.253>3.292	 lr: 0.00019387 ▲
[5600/10001]	 2.797it/s	 time: 0:33:22~0:26:13	 loss: 4.088>3.292	 lr: 0.00020612 ▲
[5700/10001]	 2.795it/s	 time: 0:33:59~0:25:38	 loss: 3.809>3.006	 lr: 0.00021837 ▲
[5800/10001]	 2.795it/s	 time: 0:34:35~0:25:02	 loss: 3.877>2.886	 lr: 0.00023062 ▲
[5900/10001]	 2.794it/s	 time: 0:35:12~0:24:27	 loss: 3.905>2.642	 lr: 0.00024287 ▲
[6000/10001]	 2.793it/s	 time: 0:35:48~0:23:52	 loss: 3.626>2.608	 lr: 0.00025488 ▲
[6100/10001]	 2.793it/s	 time: 0:36:24~0:23:16	 loss: 3.535>2.399	 lr: 0.00024263 ▼
[6200/10001]	 2.794it/s	 time: 0:36:59~0:22:40	 loss: 3.465>2.399	 lr: 0.00023038 ▼
[6300/10001]	 2.794it/s	 time: 0:37:35~0:22:04	 loss: 3.186>2.38	 lr: 0.00021813 ▼
[6400/10001]	 2.794it/s	 time: 0:38:11~0:21:28	 loss: 3.089>2.259	 lr: 0.00020588 ▼
[6500/10001]	 2.793it/s	 time: 0:38:47~0:20:53	 loss: 2.959>2.153	 lr: 0.00019363 ▼
[6600/10001]	 2.793it/s	 time: 0:39:23~0:20:17	 loss: 2.744>2.116	 lr: 0.00018138 ▼
[6700/10001]	 2.794it/s	 time: 0:39:58~0:19:41	 loss: 2.776>2.071	 lr: 0.00016913 ▼
[6800/10001]	 2.795it/s	 time: 0:40:33~0:19:04	 loss: 2.639>2.009	 lr: 0.00015688 ▼
[6900/10001]	 2.796it/s	 time: 0:41:08~0:18:28	 loss: 2.565>2.009	 lr: 0.00014463 ▼
[7000/10001]	 2.796it/s	 time: 0:41:44~0:17:53	 loss: 2.475>1.845	 lr: 0.00013238 ▼
[7100/10001]	 2.796it/s	 time: 0:42:19~0:17:17	 loss: 2.485>1.793	 lr: 0.00012013 ▼
[7200/10001]	 2.796it/s	 time: 0:42:55~0:16:41	 loss: 2.355>1.793	 lr: 0.00010788 ▼
[7300/10001]	 2.796it/s	 time: 0:43:31~0:16:05	 loss: 2.33>1.683	 lr: 9.563e-05 ▼
[7400/10001]	 2.797it/s	 time: 0:44:06~0:15:29	 loss: 2.253>1.659	 lr: 8.338e-05 ▼
[7500/10001]	 2.796it/s	 time: 0:44:42~0:14:53	 loss: 2.15>1.53	 lr: 7.113e-05 ▼
[7600/10001]	 2.796it/s	 time: 0:45:18~0:14:18	 loss: 2.072>1.479	 lr: 5.888e-05 ▼
[7700/10001]	 2.797it/s	 time: 0:45:53~0:13:42	 loss: 2.042>1.416	 lr: 4.663e-05 ▼
[7800/10001]	 2.798it/s	 time: 0:46:28~0:13:06	 loss: 2.052>1.378	 lr: 3.438e-05 ▼
[7900/10001]	 2.797it/s	 time: 0:47:04~0:12:30	 loss: 2.001>1.378	 lr: 2.213e-05 ▼
[8000/10001]	 2.797it/s	 time: 0:47:40~0:11:55	 loss: 1.968>1.364	 lr: 1.006e-05 ▼
[8100/10001]	 2.797it/s	 time: 0:48:16~0:11:19	 loss: 1.924>1.308	 lr: 1.619e-05 ▲
[8200/10001]	 2.797it/s	 time: 0:48:52~0:10:43	 loss: 1.913>1.308	 lr: 2.231e-05 ▲
[8300/10001]	 2.796it/s	 time: 0:49:28~0:10:07	 loss: 1.889>1.308	 lr: 2.844e-05 ▲
[8400/10001]	 2.797it/s	 time: 0:50:03~0:09:32	 loss: 1.916>1.308	 lr: 3.456e-05 ▲
[8500/10001]	 2.797it/s	 time: 0:50:39~0:08:56	 loss: 1.873>1.269	 lr: 4.069e-05 ▲
[8600/10001]	 2.798it/s	 time: 0:51:14~0:08:20	 loss: 1.915>1.263	 lr: 4.681e-05 ▲
[8700/10001]	 2.797it/s	 time: 0:51:50~0:07:44	 loss: 1.902>1.244	 lr: 5.294e-05 ▲
[8800/10001]	 2.797it/s	 time: 0:52:26~0:07:09	 loss: 1.831>1.244	 lr: 5.906e-05 ▲
[8900/10001]	 2.797it/s	 time: 0:53:02~0:06:33	 loss: 1.776>1.215	 lr: 6.519e-05 ▲
[9000/10001]	 2.797it/s	 time: 0:53:38~0:05:57	 loss: 1.873>1.179	 lr: 7.131e-05 ▲
[9100/10001]	 2.797it/s	 time: 0:54:13~0:05:21	 loss: 1.829>1.179	 lr: 7.744e-05 ▲
[9200/10001]	 2.796it/s	 time: 0:54:50~0:04:46	 loss: 1.757>1.179	 lr: 8.356e-05 ▲
[9300/10001]	 2.797it/s	 time: 0:55:25~0:04:10	 loss: 1.82>1.179	 lr: 8.969e-05 ▲
[9400/10001]	 2.797it/s	 time: 0:56:01~0:03:34	 loss: 1.753>1.179	 lr: 9.581e-05 ▲
[9500/10001]	 2.797it/s	 time: 0:56:37~0:02:58	 loss: 1.677>1.167	 lr: 0.00010194 ▲
[9600/10001]	 2.796it/s	 time: 0:57:13~0:02:23	 loss: 1.668>1.167	 lr: 0.00010806 ▲
[9700/10001]	 2.795it/s	 time: 0:57:50~0:01:47	 loss: 1.745>1.141	 lr: 0.00011419 ▲
[9800/10001]	 2.794it/s	 time: 0:58:27~0:01:11	 loss: 1.78>1.141	 lr: 0.00012031 ▲
[9900/10001]	 2.795it/s	 time: 0:59:02~0:00:35	 loss: 1.711>1.141	 lr: 0.00012644 ▲
[10000/10001]	 2.795it/s	 time: 0:59:38~0:00:00	 loss: 1.673>1.078	 lr: 0.00013244 ▲
model [rubiks_iso3_v0_cp10000] saved to _checkpoints...
train time: 0:59:38
model [rubiks_iso3_v0] saved to _models...
elapsed time: 0:59:45
****************
