****************
timestamp: 2024-01-30 20:05:34.800748
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 65
nca parameter count: 10496
nca isotropic type: 3
training new model from scratch...
model: cowboy16_quat_v1
type: 2
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 24, 24, 24]
target.shape: [4, 4, 24, 24, 24]
starting training w/ 20001 epochs...
[100/20001]	 0.295it/s	 time: 0:05:39~18:44:21	 loss: 7271.471>18.075	 lr: 3.474e-05 ▲
[12700/20001]	 0.298it/s	 time: 11:50:16~6:48:15	 loss: 4.404>3.774	 lr: 3.147e-05 ▲
[12800/20001]	 0.298it/s	 time: 11:55:37~6:42:32	 loss: 4.433>3.774	 lr: 3.453e-05 ▲
[12900/20001]	 0.298it/s	 time: 12:00:59~6:36:49	 loss: 4.437>3.774	 lr: 3.759e-05 ▲
[13000/20001]	 0.298it/s	 time: 12:06:25~6:31:08	 loss: 4.454>3.774	 lr: 4.066e-05 ▲
[13100/20001]	 0.298it/s	 time: 12:11:49~6:25:27	 loss: 4.435>3.774	 lr: 4.372e-05 ▲
[13200/20001]	 0.298it/s	 time: 12:17:10~6:19:45	 loss: 4.342>3.774	 lr: 4.678e-05 ▲
[13300/20001]	 0.298it/s	 time: 12:23:08~6:14:21	 loss: 4.339>3.774	 lr: 4.984e-05 ▲
[13400/20001]	 0.298it/s	 time: 12:28:28~6:08:38	 loss: 4.485>3.774	 lr: 5.291e-05 ▲
[13500/20001]	 0.298it/s	 time: 12:33:52~6:02:58	 loss: 4.38>3.774	 lr: 5.597e-05 ▲
[13600/20001]	 0.299it/s	 time: 12:39:20~5:57:20	 loss: 4.466>3.774	 lr: 5.903e-05 ▲
[13700/20001]	 0.299it/s	 time: 12:44:46~5:51:40	 loss: 4.531>3.774	 lr: 6.209e-05 ▲
[13800/20001]	 0.299it/s	 time: 12:50:27~5:46:08	 loss: 4.441>3.774	 lr: 6.516e-05 ▲
[13900/20001]	 0.298it/s	 time: 12:56:07~5:40:35	 loss: 4.473>3.774	 lr: 6.822e-05 ▲
[14000/20001]	 0.299it/s	 time: 13:01:35~5:34:57	 loss: 4.383>3.774	 lr: 7.122e-05 ▲
[14100/20001]	 0.299it/s	 time: 13:06:51~5:29:14	 loss: 4.411>3.774	 lr: 6.816e-05 ▼
[14200/20001]	 0.299it/s	 time: 13:12:22~5:23:38	 loss: 4.416>3.774	 lr: 6.509e-05 ▼
[14300/20001]	 0.299it/s	 time: 13:17:51~5:18:01	 loss: 4.396>3.774	 lr: 6.203e-05 ▼
[14400/20001]	 0.299it/s	 time: 13:23:32~5:12:29	 loss: 4.392>3.774	 lr: 5.897e-05 ▼
[14500/20001]	 0.299it/s	 time: 13:29:00~5:06:51	 loss: 4.351>3.774	 lr: 5.591e-05 ▼
[14600/20001]	 0.299it/s	 time: 13:34:24~5:01:12	 loss: 4.361>3.772	 lr: 5.284e-05 ▼
[14700/20001]	 0.299it/s	 time: 13:39:50~4:55:35	 loss: 4.394>3.748	 lr: 4.978e-05 ▼
[14800/20001]	 0.299it/s	 time: 13:45:14~4:49:56	 loss: 4.317>3.748	 lr: 4.672e-05 ▼
[14900/20001]	 0.299it/s	 time: 13:50:47~4:44:21	 loss: 4.297>3.748	 lr: 4.366e-05 ▼
[15000/20001]	 0.299it/s	 time: 13:56:14~4:38:44	 loss: 4.375>3.748	 lr: 4.059e-05 ▼
[15100/20001]	 0.299it/s	 time: 14:01:58~4:33:13	 loss: 4.353>3.746	 lr: 3.753e-05 ▼
[15200/20001]	 0.299it/s	 time: 14:07:25~4:27:36	 loss: 4.325>3.746	 lr: 3.447e-05 ▼
[15300/20001]	 0.299it/s	 time: 14:12:49~4:21:58	 loss: 4.274>3.746	 lr: 3.141e-05 ▼
[15400/20001]	 0.299it/s	 time: 14:18:16~4:16:21	 loss: 4.231>3.646	 lr: 2.834e-05 ▼
[15500/20001]	 0.299it/s	 time: 14:23:41~4:10:44	 loss: 4.306>3.646	 lr: 2.528e-05 ▼
[15600/20001]	 0.299it/s	 time: 14:29:02~4:05:06	 loss: 4.293>3.646	 lr: 2.222e-05 ▼
[15700/20001]	 0.299it/s	 time: 14:34:23~3:59:28	 loss: 4.258>3.646	 lr: 1.916e-05 ▼
[15800/20001]	 0.299it/s	 time: 14:40:39~3:54:05	 loss: 4.181>3.646	 lr: 1.609e-05 ▼
[15900/20001]	 0.299it/s	 time: 14:46:09~3:48:30	 loss: 4.27>3.646	 lr: 1.303e-05 ▼
[16000/20001]	 0.299it/s	 time: 14:51:33~3:42:53	 loss: 4.199>3.646	 lr: 1.002e-05 ▼
model [cowboy16_quat_v1_cp16000] saved to _checkpoints...
[16100/20001]	 0.299it/s	 time: 14:56:52~3:37:15	 loss: 4.226>3.646	 lr: 1.155e-05 ▲
[16200/20001]	 0.299it/s	 time: 15:02:11~3:31:37	 loss: 4.162>3.646	 lr: 1.308e-05 ▲
[16300/20001]	 0.299it/s	 time: 15:07:43~3:26:02	 loss: 4.239>3.646	 lr: 1.461e-05 ▲
[16400/20001]	 0.299it/s	 time: 15:13:55~3:20:36	 loss: 4.235>3.609	 lr: 1.614e-05 ▲
[16500/20001]	 0.299it/s	 time: 15:19:34~3:15:03	 loss: 4.222>3.609	 lr: 1.767e-05 ▲
[16600/20001]	 0.299it/s	 time: 15:24:59~3:09:27	 loss: 4.23>3.609	 lr: 1.92e-05 ▲
[16700/20001]	 0.299it/s	 time: 15:30:26~3:03:51	 loss: 4.244>3.609	 lr: 2.073e-05 ▲
[16800/20001]	 0.299it/s	 time: 15:35:49~2:58:15	 loss: 4.234>3.609	 lr: 2.227e-05 ▲
[16900/20001]	 0.299it/s	 time: 15:41:20~2:52:40	 loss: 4.216>3.609	 lr: 2.38e-05 ▲
[17000/20001]	 0.299it/s	 time: 15:47:15~2:47:09	 loss: 4.18>3.609	 lr: 2.533e-05 ▲
[17100/20001]	 0.299it/s	 time: 15:52:45~2:41:34	 loss: 4.17>3.609	 lr: 2.686e-05 ▲
[17200/20001]	 0.299it/s	 time: 15:58:07~2:35:58	 loss: 4.277>3.609	 lr: 2.839e-05 ▲
[17300/20001]	 0.299it/s	 time: 16:03:28~2:30:22	 loss: 4.154>3.575	 lr: 2.992e-05 ▲
[17400/20001]	 0.299it/s	 time: 16:08:52~2:24:46	 loss: 4.229>3.575	 lr: 3.145e-05 ▲
[17500/20001]	 0.299it/s	 time: 16:14:13~2:19:10	 loss: 4.238>3.575	 lr: 3.298e-05 ▲
[17600/20001]	 0.299it/s	 time: 16:20:03~2:13:38	 loss: 4.232>3.575	 lr: 3.452e-05 ▲
[17700/20001]	 0.299it/s	 time: 16:25:41~2:08:04	 loss: 4.268>3.575	 lr: 3.605e-05 ▲
[17800/20001]	 0.299it/s	 time: 16:31:00~2:02:28	 loss: 4.245>3.575	 lr: 3.758e-05 ▲
[17900/20001]	 0.299it/s	 time: 16:36:30~1:56:54	 loss: 4.252>3.575	 lr: 3.911e-05 ▲
[18000/20001]	 0.299it/s	 time: 16:41:56~1:51:19	 loss: 4.223>3.575	 lr: 4.061e-05 ▲
[18100/20001]	 0.299it/s	 time: 16:47:21~1:45:44	 loss: 4.249>3.575	 lr: 3.908e-05 ▼
[18200/20001]	 0.299it/s	 time: 16:53:22~1:40:13	 loss: 4.176>3.575	 lr: 3.755e-05 ▼
[18300/20001]	 0.299it/s	 time: 16:58:50~1:34:38	 loss: 4.244>3.575	 lr: 3.602e-05 ▼
[18400/20001]	 0.299it/s	 time: 17:04:18~1:29:04	 loss: 4.205>3.575	 lr: 3.448e-05 ▼
[18500/20001]	 0.299it/s	 time: 17:09:50~1:23:30	 loss: 4.234>3.575	 lr: 3.295e-05 ▼
[18600/20001]	 0.299it/s	 time: 17:15:09~1:17:54	 loss: 4.134>3.575	 lr: 3.142e-05 ▼
[18700/20001]	 0.299it/s	 time: 17:20:41~1:12:20	 loss: 4.223>3.575	 lr: 2.989e-05 ▼
[18800/20001]	 0.3it/s	 time: 17:26:05~1:06:46	 loss: 4.179>3.575	 lr: 2.836e-05 ▼
[18900/20001]	 0.3it/s	 time: 17:31:22~1:01:11	 loss: 4.221>3.575	 lr: 2.683e-05 ▼
[19000/20001]	 0.3it/s	 time: 17:36:46~0:55:37	 loss: 4.135>3.575	 lr: 2.53e-05 ▼
[19100/20001]	 0.3it/s	 time: 17:42:12~0:50:03	 loss: 4.093>3.575	 lr: 2.377e-05 ▼
[19200/20001]	 0.3it/s	 time: 17:47:45~0:44:29	 loss: 4.061>3.504	 lr: 2.223e-05 ▼
[19300/20001]	 0.3it/s	 time: 17:53:14~0:38:55	 loss: 4.133>3.504	 lr: 2.07e-05 ▼
[19400/20001]	 0.3it/s	 time: 17:58:34~0:33:21	 loss: 4.084>3.504	 lr: 1.917e-05 ▼
[19500/20001]	 0.3it/s	 time: 18:03:58~0:27:47	 loss: 4.075>3.504	 lr: 1.764e-05 ▼
[19600/20001]	 0.3it/s	 time: 18:09:20~0:22:13	 loss: 4.111>3.504	 lr: 1.611e-05 ▼
[19700/20001]	 0.3it/s	 time: 18:14:59~0:16:40	 loss: 4.081>3.504	 lr: 1.458e-05 ▼
[19800/20001]	 0.3it/s	 time: 18:20:34~0:11:07	 loss: 4.032>3.504	 lr: 1.305e-05 ▼
[19900/20001]	 0.3it/s	 time: 18:26:03~0:05:33	 loss: 4.042>3.504	 lr: 1.152e-05 ▼
[20000/20001]	 0.3it/s	 time: 18:31:31~0:00:00	 loss: 4.068>3.499	 lr: 1.001e-05 ▼
model [cowboy16_quat_v1_cp20000] saved to _checkpoints...
train time: 18:31:31
model [cowboy16_quat_v1] saved to _models...
elapsed time: 18:32:22
****************
