****************
timestamp: 2024-02-28 17:49:11.315301
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 90
nca parameter count: 13696
nca isotropic type: 1
training new model from scratch...
model: rubiks_black_slice_iso3_v6
type: YAW_ISO_V3
channels: 16
hidden: 128
hidden-seed-info: False
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 25, 25, 25]
target.shape: [4, 4, 25, 25, 25]
starting training w/ 15001 epochs...
[100/15001]	 2.564it/s	 time: 0:00:39~1:36:50	 loss: 93.431>1.189	 lr: 3.474e-05 ▲
[200/15001]	 2.564it/s	 time: 0:01:18~1:36:11	 loss: 607.392>0.998	 lr: 5.924e-05 ▲
[300/15001]	 2.564it/s	 time: 0:01:57~1:35:32	 loss: 432.99>0.951	 lr: 8.375e-05 ▲
[400/15001]	 2.581it/s	 time: 0:02:35~1:34:17	 loss: 41.311>0.914	 lr: 0.00010824 ▲
[500/15001]	 2.577it/s	 time: 0:03:14~1:33:45	 loss: 7.13>0.914	 lr: 0.00013275 ▲
[600/15001]	 2.586it/s	 time: 0:03:52~1:32:48	 loss: 1.771>0.728	 lr: 0.00015724 ▲
[700/15001]	 2.583it/s	 time: 0:04:31~1:32:16	 loss: 0.999>0.675	 lr: 0.00018174 ▲
[800/15001]	 2.589it/s	 time: 0:05:09~1:31:24	 loss: 1.065>0.675	 lr: 0.00020625 ▲
[900/15001]	 2.586it/s	 time: 0:05:48~1:30:52	 loss: 0.86>0.639	 lr: 0.00023074 ▲
[1000/15001]	 2.591it/s	 time: 0:06:26~1:30:04	 loss: 0.839>0.586	 lr: 0.00025524 ▲
[1100/15001]	 2.588it/s	 time: 0:07:05~1:29:30	 loss: 0.964>0.586	 lr: 0.00027975 ▲
[1200/15001]	 2.586it/s	 time: 0:07:44~1:28:56	 loss: 0.717>0.575	 lr: 0.00030425 ▲
[1300/15001]	 2.584it/s	 time: 0:08:23~1:28:20	 loss: 0.707>0.53	 lr: 0.00032875 ▲
[1400/15001]	 2.588it/s	 time: 0:09:01~1:27:35	 loss: 0.597>0.497	 lr: 0.00035324 ▲
[1500/15001]	 2.591it/s	 time: 0:09:39~1:26:51	 loss: 0.581>0.483	 lr: 0.00037774 ▲
[1600/15001]	 2.585it/s	 time: 0:10:19~1:26:24	 loss: 0.553>0.441	 lr: 0.00040224 ▲
[1700/15001]	 2.588it/s	 time: 0:10:57~1:25:40	 loss: 0.546>0.441	 lr: 0.00042675 ▲
[1800/15001]	 2.586it/s	 time: 0:11:36~1:25:04	 loss: 0.559>0.438	 lr: 0.00045125 ▲
[1900/15001]	 2.585it/s	 time: 0:12:15~1:24:27	 loss: 0.514>0.437	 lr: 0.00047574 ▲
[2000/15001]	 2.584it/s	 time: 0:12:54~1:23:51	 loss: 0.503>0.414	 lr: 0.00049976 ▲
[2100/15001]	 2.586it/s	 time: 0:13:32~1:23:08	 loss: 0.495>0.414	 lr: 0.00047526 ▼
[2200/15001]	 2.585it/s	 time: 0:14:11~1:22:31	 loss: 0.482>0.405	 lr: 0.00045075 ▼
[2300/15001]	 2.584it/s	 time: 0:14:50~1:21:54	 loss: 0.494>0.398	 lr: 0.00042625 ▼
[2400/15001]	 2.586it/s	 time: 0:15:28~1:21:12	 loss: 0.482>0.396	 lr: 0.00040176 ▼
[2500/15001]	 2.585it/s	 time: 0:16:07~1:20:35	 loss: 0.464>0.364	 lr: 0.00037726 ▼
[2600/15001]	 2.584it/s	 time: 0:16:46~1:19:57	 loss: 0.442>0.361	 lr: 0.00035276 ▼
[2700/15001]	 2.584it/s	 time: 0:17:25~1:19:20	 loss: 0.442>0.356	 lr: 0.00032825 ▼
[2800/15001]	 2.583it/s	 time: 0:18:04~1:18:43	 loss: 0.441>0.341	 lr: 0.00030375 ▼
[2900/15001]	 2.582it/s	 time: 0:18:43~1:18:05	 loss: 0.421>0.329	 lr: 0.00027926 ▼
[3000/15001]	 2.584it/s	 time: 0:19:21~1:17:24	 loss: 0.368>0.293	 lr: 0.00025476 ▼
[3100/15001]	 2.588it/s	 time: 0:19:58~1:16:38	 loss: 0.399>0.275	 lr: 0.00023026 ▼
[3200/15001]	 2.587it/s	 time: 0:20:37~1:16:01	 loss: 0.34>0.232	 lr: 0.00020575 ▼
[3300/15001]	 2.588it/s	 time: 0:21:15~1:15:20	 loss: 0.335>0.232	 lr: 0.00018125 ▼
[3400/15001]	 2.588it/s	 time: 0:21:54~1:14:43	 loss: 0.273>0.21	 lr: 0.00015676 ▼
[3500/15001]	 2.589it/s	 time: 0:22:32~1:14:02	 loss: 0.288>0.194	 lr: 0.00013226 ▼
[3600/15001]	 2.59it/s	 time: 0:23:10~1:13:21	 loss: 0.279>0.185	 lr: 0.00010776 ▼
[3700/15001]	 2.591it/s	 time: 0:23:48~1:12:41	 loss: 0.254>0.178	 lr: 8.325e-05 ▼
[3800/15001]	 2.59it/s	 time: 0:24:27~1:12:03	 loss: 0.287>0.161	 lr: 5.875e-05 ▼
[3900/15001]	 2.59it/s	 time: 0:25:06~1:11:26	 loss: 0.24>0.159	 lr: 3.426e-05 ▼
[4000/15001]	 2.589it/s	 time: 0:25:45~1:10:48	 loss: 0.263>0.149	 lr: 1.012e-05 ▼
[4100/15001]	 2.588it/s	 time: 0:26:24~1:10:11	 loss: 0.239>0.147	 lr: 2.237e-05 ▲
[4200/15001]	 2.588it/s	 time: 0:27:03~1:09:33	 loss: 0.23>0.138	 lr: 3.462e-05 ▲
