****************
timestamp: 2023-12-12 22:16:47.048142
initializing training...
device: cuda
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: cowboy16_iso2_v10
type: 5
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 24, 24, 24]
target.shape: [4, 4, 24, 24, 24]
starting training w/ 12001 epochs...
[100/12001]	 3.03it/s	 time: 0:00:33~1:05:27	 loss: 529.048>19.667	 lr: 3.474e-05 ▲
[200/12001]	 3.077it/s	 time: 0:01:05~1:03:54	 loss: 88.492>19.276	 lr: 5.924e-05 ▲
[300/12001]	 3.093it/s	 time: 0:01:37~1:03:02	 loss: 138.973>19.037	 lr: 8.375e-05 ▲
[400/12001]	 3.077it/s	 time: 0:02:10~1:02:49	 loss: 28.864>18.024	 lr: 0.00010824 ▲
[500/12001]	 3.086it/s	 time: 0:02:42~1:02:06	 loss: 3085.057>17.611	 lr: 0.00013275 ▲
[600/12001]	 3.077it/s	 time: 0:03:15~1:01:44	 loss: 23.516>17.125	 lr: 0.00015724 ▲
[700/12001]	 3.084it/s	 time: 0:03:47~1:01:04	 loss: 134.138>17.1	 lr: 0.00018174 ▲
[800/12001]	 3.089it/s	 time: 0:04:19~1:00:26	 loss: 20.638>16.285	 lr: 0.00020625 ▲
[900/12001]	 3.082it/s	 time: 0:04:52~1:00:01	 loss: 34.574>15.147	 lr: 0.00023074 ▲
[1000/12001]	 3.058it/s	 time: 0:05:27~0:59:57	 loss: 20.09>13.087	 lr: 0.00025524 ▲
model [cowboy16_iso2_v10_cp1000] saved to _checkpoints...
[1100/12001]	 3.039it/s	 time: 0:06:02~0:59:47	 loss: 63.905>12.051	 lr: 0.00027975 ▲
[1200/12001]	 3.038it/s	 time: 0:06:35~0:59:15	 loss: 81.57>11.021	 lr: 0.00030425 ▲
[1300/12001]	 3.044it/s	 time: 0:07:07~0:58:34	 loss: 20.974>10.412	 lr: 0.00032875 ▲
[1400/12001]	 3.043it/s	 time: 0:07:40~0:58:02	 loss: 12.271>9.302	 lr: 0.00035324 ▲
[1500/12001]	 3.049it/s	 time: 0:08:12~0:57:24	 loss: 11.461>8.222	 lr: 0.00037774 ▲
[1600/12001]	 3.048it/s	 time: 0:08:45~0:56:52	 loss: 9.87>8.082	 lr: 0.00040224 ▲
[1700/12001]	 3.052it/s	 time: 0:09:17~0:56:14	 loss: 9.329>7.803	 lr: 0.00042675 ▲
[1800/12001]	 3.056it/s	 time: 0:09:49~0:55:37	 loss: 8.991>7.353	 lr: 0.00045125 ▲
[1900/12001]	 3.055it/s	 time: 0:10:22~0:55:06	 loss: 8.844>6.948	 lr: 0.00047574 ▲
[2000/12001]	 3.058it/s	 time: 0:10:54~0:54:30	 loss: 8.15>6.91	 lr: 0.00049976 ▲
model [cowboy16_iso2_v10_cp2000] saved to _checkpoints...
[2100/12001]	 3.057it/s	 time: 0:11:27~0:53:58	 loss: 7.396>5.921	 lr: 0.00047526 ▼
[2200/12001]	 3.06it/s	 time: 0:11:59~0:53:22	 loss: 6.936>5.677	 lr: 0.00045075 ▼
[2300/12001]	 3.063it/s	 time: 0:12:31~0:52:47	 loss: 6.486>5.026	 lr: 0.00042625 ▼
[2400/12001]	 3.065it/s	 time: 0:13:03~0:52:12	 loss: 6.324>4.938	 lr: 0.00040176 ▼
[2500/12001]	 3.067it/s	 time: 0:13:35~0:51:37	 loss: 5.469>4.216	 lr: 0.00037726 ▼
[2600/12001]	 3.07it/s	 time: 0:14:07~0:51:02	 loss: 5.474>4.216	 lr: 0.00035276 ▼
[2700/12001]	 3.075it/s	 time: 0:14:38~0:50:24	 loss: 4.842>3.785	 lr: 0.00032825 ▼
[2800/12001]	 3.077it/s	 time: 0:15:10~0:49:49	 loss: 4.449>3.485	 lr: 0.00030375 ▼
[2900/12001]	 3.075it/s	 time: 0:15:43~0:49:19	 loss: 4.373>3.367	 lr: 0.00027926 ▼
[3000/12001]	 3.077it/s	 time: 0:16:15~0:48:44	 loss: 3.92>2.99	 lr: 0.00025476 ▼
model [cowboy16_iso2_v10_cp3000] saved to _checkpoints...
[3100/12001]	 3.078it/s	 time: 0:16:47~0:48:11	 loss: 3.768>2.99	 lr: 0.00023026 ▼
[3200/12001]	 3.08it/s	 time: 0:17:19~0:47:37	 loss: 3.595>2.664	 lr: 0.00020575 ▼
[3300/12001]	 3.078it/s	 time: 0:17:52~0:47:06	 loss: 3.225>2.518	 lr: 0.00018125 ▼
[3400/12001]	 3.08it/s	 time: 0:18:24~0:46:32	 loss: 3.245>2.412	 lr: 0.00015676 ▼
[3500/12001]	 3.078it/s	 time: 0:18:57~0:46:01	 loss: 3.043>2.308	 lr: 0.00013226 ▼
[3600/12001]	 3.074it/s	 time: 0:19:31~0:45:32	 loss: 2.909>2.24	 lr: 0.00010776 ▼
[3700/12001]	 3.076it/s	 time: 0:20:03~0:44:58	 loss: 2.838>2.141	 lr: 8.325e-05 ▼
[3800/12001]	 3.077it/s	 time: 0:20:35~0:44:24	 loss: 2.728>2.12	 lr: 5.875e-05 ▼
[3900/12001]	 3.078it/s	 time: 0:21:07~0:43:51	 loss: 2.665>2.028	 lr: 3.426e-05 ▼
[4000/12001]	 3.077it/s	 time: 0:21:40~0:43:19	 loss: 2.56>1.969	 lr: 1.012e-05 ▼
model [cowboy16_iso2_v10_cp4000] saved to _checkpoints...
[4100/12001]	 3.08it/s	 time: 0:22:11~0:42:44	 loss: 2.598>1.963	 lr: 2.237e-05 ▲
