****************
timestamp: 2024-02-12 16:12:12.039839
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: rubiks_iso2_v0
type: 5
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 25, 25, 25]
target.shape: [4, 4, 25, 25, 25]
starting training w/ 10001 epochs...
[100/10001]	 2.632it/s	 time: 0:00:38~1:02:41	 loss: 2754.158>18.797	 lr: 3.474e-05 ▲
[200/10001]	 2.74it/s	 time: 0:01:13~0:59:37	 loss: 70.238>15.138	 lr: 5.924e-05 ▲
[300/10001]	 2.778it/s	 time: 0:01:48~0:58:12	 loss: 59.533>14.826	 lr: 8.375e-05 ▲
[400/10001]	 2.778it/s	 time: 0:02:24~0:57:36	 loss: 773.657>14.826	 lr: 0.00010824 ▲
[500/10001]	 2.778it/s	 time: 0:03:00~0:57:00	 loss: 22.769>14.826	 lr: 0.00013275 ▲
[600/10001]	 2.791it/s	 time: 0:03:35~0:56:08	 loss: 799.007>14.688	 lr: 0.00015724 ▲
[700/10001]	 2.8it/s	 time: 0:04:10~0:55:21	 loss: 962.333>14.688	 lr: 0.00018174 ▲
[800/10001]	 2.797it/s	 time: 0:04:46~0:54:49	 loss: 87.724>13.687	 lr: 0.00020625 ▲
[900/10001]	 2.795it/s	 time: 0:05:22~0:54:15	 loss: 48.058>13.611	 lr: 0.00023074 ▲
[1000/10001]	 2.801it/s	 time: 0:05:57~0:53:33	 loss: 43.85>12.727	 lr: 0.00025524 ▲
[1100/10001]	 2.806it/s	 time: 0:06:32~0:52:51	 loss: 36.405>11.568	 lr: 0.00027975 ▲
[1200/10001]	 2.81it/s	 time: 0:07:07~0:52:11	 loss: 17.906>11.276	 lr: 0.00030425 ▲
[1300/10001]	 2.808it/s	 time: 0:07:43~0:51:38	 loss: 12.105>9.906	 lr: 0.00032875 ▲
[1400/10001]	 2.806it/s	 time: 0:08:19~0:51:05	 loss: 11.072>9.32	 lr: 0.00035324 ▲
[1500/10001]	 2.809it/s	 time: 0:08:54~0:50:26	 loss: 10.109>8.557	 lr: 0.00037774 ▲
[1600/10001]	 2.807it/s	 time: 0:09:30~0:49:52	 loss: 10.01>8.549	 lr: 0.00040224 ▲
[1700/10001]	 2.805it/s	 time: 0:10:06~0:49:18	 loss: 9.51>8.26	 lr: 0.00042675 ▲
[1800/10001]	 2.808it/s	 time: 0:10:41~0:48:40	 loss: 9.253>7.948	 lr: 0.00045125 ▲
[1900/10001]	 2.811it/s	 time: 0:11:16~0:48:01	 loss: 9.096>7.545	 lr: 0.00047574 ▲
[2000/10001]	 2.809it/s	 time: 0:11:52~0:47:28	 loss: 8.759>7.545	 lr: 0.00049976 ▲
model [rubiks_iso2_v0_cp2000] saved to _checkpoints...
[2100/10001]	 2.811it/s	 time: 0:12:27~0:46:50	 loss: 8.485>7.461	 lr: 0.00047526 ▼
[2200/10001]	 2.81it/s	 time: 0:13:03~0:46:16	 loss: 8.288>7.359	 lr: 0.00045075 ▼
[2300/10001]	 2.808it/s	 time: 0:13:39~0:45:41	 loss: 7.766>6.9	 lr: 0.00042625 ▼
[2400/10001]	 2.81it/s	 time: 0:14:14~0:45:04	 loss: 7.602>6.741	 lr: 0.00040176 ▼
[2500/10001]	 2.812it/s	 time: 0:14:49~0:44:27	 loss: 7.095>6.481	 lr: 0.00037726 ▼
[2600/10001]	 2.811it/s	 time: 0:15:25~0:43:52	 loss: 6.83>6.118	 lr: 0.00035276 ▼
[2700/10001]	 2.81it/s	 time: 0:16:01~0:43:18	 loss: 7.079>6.118	 lr: 0.00032825 ▼
[2800/10001]	 2.808it/s	 time: 0:16:37~0:42:43	 loss: 6.714>5.984	 lr: 0.00030375 ▼
[2900/10001]	 2.807it/s	 time: 0:17:13~0:42:09	 loss: 6.447>5.748	 lr: 0.00027926 ▼
[3000/10001]	 2.809it/s	 time: 0:17:48~0:41:32	 loss: 6.307>5.55	 lr: 0.00025476 ▼
