****************
timestamp: 2023-12-11 23:35:07.824026
initializing training...
device: cuda
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: cowboy16_iso2_v5
type: 5
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 24, 24, 24]
target.shape: [4, 4, 24, 24, 24]
starting training w/ 12001 epochs...
[100/12001]	 3.125it/s	 time: 0:00:32~1:03:28	 loss: 867.924>21.085	 lr: 3.474e-05 ▲
[200/12001]	 3.125it/s	 time: 0:01:04~1:02:56	 loss: 76.917>19.28	 lr: 5.924e-05 ▲
[300/12001]	 3.125it/s	 time: 0:01:36~1:02:24	 loss: 49.159>19.28	 lr: 8.375e-05 ▲
[400/12001]	 3.125it/s	 time: 0:02:08~1:01:52	 loss: 97.717>18.541	 lr: 0.00010824 ▲
[500/12001]	 3.125it/s	 time: 0:02:40~1:01:20	 loss: 424.475>18.541	 lr: 0.00013275 ▲
[600/12001]	 3.109it/s	 time: 0:03:13~1:01:07	 loss: 807.317>18.047	 lr: 0.00015724 ▲
[700/12001]	 3.111it/s	 time: 0:03:45~1:00:32	 loss: 27.075>17.71	 lr: 0.00018174 ▲
[800/12001]	 3.125it/s	 time: 0:04:16~0:59:44	 loss: 27.741>16.213	 lr: 0.00020625 ▲
[900/12001]	 3.125it/s	 time: 0:04:48~0:59:12	 loss: 292.934>15.537	 lr: 0.00023074 ▲
[1000/12001]	 3.125it/s	 time: 0:05:20~0:58:40	 loss: 20.865>14.124	 lr: 0.00025524 ▲
model [cowboy16_iso2_v5_cp1000] saved to _checkpoints...
[1100/12001]	 3.134it/s	 time: 0:05:51~0:57:58	 loss: 25.903>13.411	 lr: 0.00027975 ▲
[1200/12001]	 3.133it/s	 time: 0:06:23~0:57:27	 loss: 58.008>12.992	 lr: 0.00030425 ▲
[1300/12001]	 3.125it/s	 time: 0:06:56~0:57:04	 loss: 14.311>10.989	 lr: 0.00032875 ▲
[1400/12001]	 3.104it/s	 time: 0:07:31~0:56:54	 loss: 13.111>10.248	 lr: 0.00035324 ▲
[1500/12001]	 3.086it/s	 time: 0:08:06~0:56:42	 loss: 33.191>9.572	 lr: 0.00037774 ▲
[1600/12001]	 3.071it/s	 time: 0:08:41~0:56:26	 loss: 11.207>8.903	 lr: 0.00040224 ▲
[1700/12001]	 3.063it/s	 time: 0:09:15~0:56:02	 loss: 9.695>7.755	 lr: 0.00042675 ▲
[1800/12001]	 3.072it/s	 time: 0:09:46~0:55:20	 loss: 9.039>7.316	 lr: 0.00045125 ▲
[1900/12001]	 3.074it/s	 time: 0:10:18~0:54:45	 loss: 9.294>7.132	 lr: 0.00047574 ▲
[2000/12001]	 3.082it/s	 time: 0:10:49~0:54:05	 loss: 8.342>6.857	 lr: 0.00049976 ▲
model [cowboy16_iso2_v5_cp2000] saved to _checkpoints...
[2100/12001]	 3.079it/s	 time: 0:11:22~0:53:35	 loss: 7.718>6.097	 lr: 0.00047526 ▼
[2200/12001]	 3.086it/s	 time: 0:11:53~0:52:56	 loss: 7.285>5.665	 lr: 0.00045075 ▼
[2300/12001]	 3.087it/s	 time: 0:12:25~0:52:21	 loss: 6.752>5.504	 lr: 0.00042625 ▼
[2400/12001]	 3.089it/s	 time: 0:12:57~0:51:48	 loss: 5.758>4.357	 lr: 0.00040176 ▼
[2500/12001]	 3.094it/s	 time: 0:13:28~0:51:10	 loss: 5.31>4.357	 lr: 0.00037726 ▼
[2600/12001]	 3.092it/s	 time: 0:14:01~0:50:40	 loss: 4.894>3.838	 lr: 0.00035276 ▼
[2700/12001]	 3.093it/s	 time: 0:14:33~0:50:06	 loss: 4.519>3.478	 lr: 0.00032825 ▼
[2800/12001]	 3.084it/s	 time: 0:15:08~0:49:43	 loss: 4.515>3.45	 lr: 0.00030375 ▼
[2900/12001]	 3.088it/s	 time: 0:15:39~0:49:06	 loss: 4.107>3.114	 lr: 0.00027926 ▼
[3000/12001]	 3.093it/s	 time: 0:16:10~0:48:29	 loss: 3.861>2.979	 lr: 0.00025476 ▼
model [cowboy16_iso2_v5_cp3000] saved to _checkpoints...
[3100/12001]	 3.094it/s	 time: 0:16:42~0:47:56	 loss: 3.591>2.71	 lr: 0.00023026 ▼
[3200/12001]	 3.095it/s	 time: 0:17:14~0:47:23	 loss: 3.469>2.625	 lr: 0.00020575 ▼
[3300/12001]	 3.096it/s	 time: 0:17:46~0:46:50	 loss: 3.269>2.462	 lr: 0.00018125 ▼
[3400/12001]	 3.099it/s	 time: 0:18:17~0:46:14	 loss: 3.181>2.339	 lr: 0.00015676 ▼
[3500/12001]	 3.103it/s	 time: 0:18:48~0:45:39	 loss: 2.985>2.306	 lr: 0.00013226 ▼
[3600/12001]	 3.103it/s	 time: 0:19:20~0:45:06	 loss: 2.885>2.159	 lr: 0.00010776 ▼
[3700/12001]	 3.104it/s	 time: 0:19:52~0:44:33	 loss: 2.809>2.075	 lr: 8.325e-05 ▼
[3800/12001]	 3.105it/s	 time: 0:20:24~0:44:01	 loss: 2.783>2.036	 lr: 5.875e-05 ▼
[3900/12001]	 3.105it/s	 time: 0:20:56~0:43:28	 loss: 2.61>1.911	 lr: 3.426e-05 ▼
[4000/12001]	 3.108it/s	 time: 0:21:27~0:42:54	 loss: 2.587>1.86	 lr: 1.012e-05 ▼
model [cowboy16_iso2_v5_cp4000] saved to _checkpoints...
[4100/12001]	 3.108it/s	 time: 0:21:59~0:42:21	 loss: 2.505>1.86	 lr: 2.237e-05 ▲
[4200/12001]	 3.104it/s	 time: 0:22:33~0:41:52	 loss: 2.538>1.86	 lr: 3.462e-05 ▲
[4300/12001]	 3.107it/s	 time: 0:23:04~0:41:18	 loss: 2.596>1.86	 lr: 4.687e-05 ▲
[4400/12001]	 3.107it/s	 time: 0:23:36~0:40:45	 loss: 2.614>1.853	 lr: 5.912e-05 ▲
[4500/12001]	 3.106it/s	 time: 0:24:09~0:40:15	 loss: 2.573>1.853	 lr: 7.137e-05 ▲
[4600/12001]	 3.108it/s	 time: 0:24:40~0:39:40	 loss: 2.56>1.853	 lr: 8.362e-05 ▲
[4700/12001]	 3.108it/s	 time: 0:25:12~0:39:08	 loss: 2.618>1.853	 lr: 9.587e-05 ▲
[4800/12001]	 3.109it/s	 time: 0:25:44~0:38:36	 loss: 2.51>1.845	 lr: 0.00010812 ▲
[4900/12001]	 3.109it/s	 time: 0:26:16~0:38:03	 loss: 2.557>1.833	 lr: 0.00012037 ▲
[5000/12001]	 3.109it/s	 time: 0:26:48~0:37:31	 loss: 2.61>1.833	 lr: 0.00013262 ▲
model [cowboy16_iso2_v5_cp5000] saved to _checkpoints...
[5100/12001]	 3.112it/s	 time: 0:27:19~0:36:57	 loss: 2.611>1.81	 lr: 0.00014487 ▲
[5200/12001]	 3.112it/s	 time: 0:27:51~0:36:25	 loss: 2.522>1.762	 lr: 0.00015712 ▲
[5300/12001]	 3.112it/s	 time: 0:28:23~0:35:52	 loss: 2.449>1.762	 lr: 0.00016937 ▲
[5400/12001]	 3.114it/s	 time: 0:28:54~0:35:19	 loss: 2.674>1.74	 lr: 0.00018162 ▲
[5500/12001]	 3.114it/s	 time: 0:29:26~0:34:47	 loss: 2.433>1.74	 lr: 0.00019387 ▲
[5600/12001]	 3.115it/s	 time: 0:29:58~0:34:14	 loss: 2.377>1.74	 lr: 0.00020612 ▲
[5700/12001]	 3.111it/s	 time: 0:30:32~0:33:44	 loss: 2.285>1.661	 lr: 0.00021837 ▲
[5800/12001]	 3.112it/s	 time: 0:31:04~0:33:12	 loss: 2.412>1.661	 lr: 0.00023062 ▲
[5900/12001]	 3.112it/s	 time: 0:31:36~0:32:40	 loss: 2.351>1.661	 lr: 0.00024287 ▲
[6000/12001]	 3.114it/s	 time: 0:32:07~0:32:07	 loss: 2.446>1.632	 lr: 0.00025488 ▲
model [cowboy16_iso2_v5_cp6000] saved to _checkpoints...
[6100/12001]	 3.114it/s	 time: 0:32:39~0:31:34	 loss: 2.323>1.632	 lr: 0.00024263 ▼
[6200/12001]	 3.114it/s	 time: 0:33:11~0:31:02	 loss: 2.321>1.617	 lr: 0.00023038 ▼
[6300/12001]	 3.116it/s	 time: 0:33:42~0:30:29	 loss: 2.373>1.615	 lr: 0.00021813 ▼
[6400/12001]	 3.116it/s	 time: 0:34:14~0:29:57	 loss: 2.227>1.49	 lr: 0.00020588 ▼
[6500/12001]	 3.118it/s	 time: 0:34:45~0:29:24	 loss: 2.07>1.445	 lr: 0.00019363 ▼
[6600/12001]	 3.118it/s	 time: 0:35:17~0:28:52	 loss: 2.136>1.445	 lr: 0.00018138 ▼
[6700/12001]	 3.119it/s	 time: 0:35:48~0:28:19	 loss: 2.061>1.445	 lr: 0.00016913 ▼
[6800/12001]	 3.119it/s	 time: 0:36:20~0:27:47	 loss: 2.003>1.416	 lr: 0.00015688 ▼
[6900/12001]	 3.117it/s	 time: 0:36:54~0:27:16	 loss: 1.968>1.368	 lr: 0.00014463 ▼
[7000/12001]	 3.115it/s	 time: 0:37:27~0:26:45	 loss: 2.006>1.368	 lr: 0.00013238 ▼
model [cowboy16_iso2_v5_cp7000] saved to _checkpoints...
[7100/12001]	 3.114it/s	 time: 0:38:00~0:26:13	 loss: 1.88>1.337	 lr: 0.00012013 ▼
[7200/12001]	 3.116it/s	 time: 0:38:31~0:25:40	 loss: 1.91>1.324	 lr: 0.00010788 ▼
[7300/12001]	 3.116it/s	 time: 0:39:03~0:25:08	 loss: 1.816>1.293	 lr: 9.563e-05 ▼
[7400/12001]	 3.117it/s	 time: 0:39:34~0:24:35	 loss: 1.788>1.271	 lr: 8.338e-05 ▼
[7500/12001]	 3.117it/s	 time: 0:40:06~0:24:03	 loss: 1.828>1.262	 lr: 7.113e-05 ▼
[7600/12001]	 3.117it/s	 time: 0:40:38~0:23:31	 loss: 1.778>1.262	 lr: 5.888e-05 ▼
[7700/12001]	 3.119it/s	 time: 0:41:09~0:22:58	 loss: 1.795>1.262	 lr: 4.663e-05 ▼
[7800/12001]	 3.119it/s	 time: 0:41:41~0:22:26	 loss: 1.747>1.211	 lr: 3.438e-05 ▼
[7900/12001]	 3.119it/s	 time: 0:42:13~0:21:54	 loss: 1.752>1.211	 lr: 2.213e-05 ▼
[8000/12001]	 3.12it/s	 time: 0:42:44~0:21:22	 loss: 1.715>1.192	 lr: 1.006e-05 ▼
model [cowboy16_iso2_v5_cp8000] saved to _checkpoints...
[8100/12001]	 3.119it/s	 time: 0:43:17~0:20:50	 loss: 1.69>1.192	 lr: 1.619e-05 ▲
[8200/12001]	 3.119it/s	 time: 0:43:49~0:20:18	 loss: 1.667>1.192	 lr: 2.231e-05 ▲
[8300/12001]	 3.12it/s	 time: 0:44:20~0:19:45	 loss: 1.736>1.192	 lr: 2.844e-05 ▲
[8400/12001]	 3.119it/s	 time: 0:44:53~0:19:14	 loss: 1.701>1.192	 lr: 3.456e-05 ▲
[8500/12001]	 3.12it/s	 time: 0:45:24~0:18:41	 loss: 1.73>1.192	 lr: 4.069e-05 ▲
[8600/12001]	 3.119it/s	 time: 0:45:57~0:18:09	 loss: 1.722>1.192	 lr: 4.681e-05 ▲
[8700/12001]	 3.119it/s	 time: 0:46:29~0:17:37	 loss: 1.706>1.192	 lr: 5.294e-05 ▲
[8800/12001]	 3.119it/s	 time: 0:47:01~0:17:05	 loss: 1.705>1.192	 lr: 5.906e-05 ▲
[8900/12001]	 3.12it/s	 time: 0:47:33~0:16:33	 loss: 1.675>1.192	 lr: 6.519e-05 ▲
