****************
timestamp: 2024-02-26 23:23:24.403728
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: rubiks_iso3_v10
type: YAW_ISO_V3
hidden-seed-info: False
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 25, 25, 25]
target.shape: [4, 4, 25, 25, 25]
starting training w/ 20001 epochs...
[100/20001]	 2.632it/s	 time: 0:00:38~2:06:01	 loss: 661.093>17.169	 lr: 3.474e-05 ▲
[1900/20001]	 2.766it/s	 time: 0:11:27~1:49:04	 loss: 8.035>7.287	 lr: 0.00047574 ▲
[2000/20001]	 2.766it/s	 time: 0:12:03~1:48:27	 loss: 7.854>7.182	 lr: 0.00049976 ▲
[2100/20001]	 2.767it/s	 time: 0:12:39~1:47:49	 loss: 7.907>7.056	 lr: 0.00047526 ▼
[2200/20001]	 2.767it/s	 time: 0:13:15~1:47:12	 loss: 7.201>6.653	 lr: 0.00045075 ▼
[2300/20001]	 2.768it/s	 time: 0:13:51~1:46:35	 loss: 7.029>6.419	 lr: 0.00042625 ▼
[2400/20001]	 2.768it/s	 time: 0:14:27~1:45:58	 loss: 6.667>5.886	 lr: 0.00040176 ▼
[2500/20001]	 2.769it/s	 time: 0:15:03~1:45:21	 loss: 6.841>5.886	 lr: 0.00037726 ▼
[2600/20001]	 2.772it/s	 time: 0:15:38~1:44:37	 loss: 6.428>5.866	 lr: 0.00035276 ▼
[2700/20001]	 2.772it/s	 time: 0:16:14~1:44:00	 loss: 6.291>5.696	 lr: 0.00032825 ▼
[2800/20001]	 2.77it/s	 time: 0:16:51~1:43:30	 loss: 6.02>5.239	 lr: 0.00030375 ▼
[2900/20001]	 2.77it/s	 time: 0:17:27~1:42:53	 loss: 5.91>5.239	 lr: 0.00027926 ▼
[3000/20001]	 2.773it/s	 time: 0:18:02~1:42:11	 loss: 5.526>4.943	 lr: 0.00025476 ▼
[3100/20001]	 2.773it/s	 time: 0:18:38~1:41:34	 loss: 5.253>4.537	 lr: 0.00023026 ▼
[3200/20001]	 2.773it/s	 time: 0:19:14~1:40:58	 loss: 5.245>4.42	 lr: 0.00020575 ▼
[3300/20001]	 2.773it/s	 time: 0:19:50~1:40:22	 loss: 4.861>3.993	 lr: 0.00018125 ▼
[3400/20001]	 2.773it/s	 time: 0:20:26~1:39:45	 loss: 4.301>3.459	 lr: 0.00015676 ▼
[3500/20001]	 2.776it/s	 time: 0:21:01~1:39:04	 loss: 4.217>3.414	 lr: 0.00013226 ▼
[3600/20001]	 2.776it/s	 time: 0:21:37~1:38:28	 loss: 4.055>3.132	 lr: 0.00010776 ▼
[3700/20001]	 2.776it/s	 time: 0:22:13~1:37:52	 loss: 3.887>3.117	 lr: 8.325e-05 ▼
[3800/20001]	 2.776it/s	 time: 0:22:49~1:37:16	 loss: 3.792>3.103	 lr: 5.875e-05 ▼
[3900/20001]	 2.776it/s	 time: 0:23:25~1:36:40	 loss: 3.616>2.746	 lr: 3.426e-05 ▼
[4000/20001]	 2.778it/s	 time: 0:24:00~1:36:00	 loss: 3.531>2.658	 lr: 1.012e-05 ▼
[4100/20001]	 2.778it/s	 time: 0:24:36~1:35:24	 loss: 3.481>2.597	 lr: 2.237e-05 ▲
[4200/20001]	 2.776it/s	 time: 0:25:13~1:34:51	 loss: 3.512>2.597	 lr: 3.462e-05 ▲
[4300/20001]	 2.778it/s	 time: 0:25:48~1:34:12	 loss: 3.561>2.597	 lr: 4.687e-05 ▲
[4400/20001]	 2.776it/s	 time: 0:26:25~1:33:39	 loss: 3.399>2.597	 lr: 5.912e-05 ▲
[4500/20001]	 2.778it/s	 time: 0:27:00~1:33:00	 loss: 3.288>2.458	 lr: 7.137e-05 ▲
[4600/20001]	 2.778it/s	 time: 0:27:36~1:32:24	 loss: 3.147>2.445	 lr: 8.362e-05 ▲
[4700/20001]	 2.776it/s	 time: 0:28:13~1:31:51	 loss: 3.369>2.445	 lr: 9.587e-05 ▲
[4800/20001]	 2.778it/s	 time: 0:28:48~1:31:12	 loss: 3.218>2.399	 lr: 0.00010812 ▲
[4900/20001]	 2.778it/s	 time: 0:29:24~1:30:36	 loss: 3.245>2.291	 lr: 0.00012037 ▲
[5000/20001]	 2.778it/s	 time: 0:30:00~1:30:00	 loss: 3.11>2.291	 lr: 0.00013262 ▲
model [rubiks_iso3_v10_cp5000] saved to _checkpoints...
[5100/20001]	 2.778it/s	 time: 0:30:36~1:29:24	 loss: 3.186>2.291	 lr: 0.00014487 ▲
[5200/20001]	 2.779it/s	 time: 0:31:11~1:28:45	 loss: 3.064>2.279	 lr: 0.00015712 ▲
[5300/20001]	 2.781it/s	 time: 0:31:46~1:28:06	 loss: 3.084>2.279	 lr: 0.00016937 ▲
[5400/20001]	 2.782it/s	 time: 0:32:21~1:27:27	 loss: 3.071>2.19	 lr: 0.00018162 ▲
[5500/20001]	 2.782it/s	 time: 0:32:57~1:26:52	 loss: 2.936>2.19	 lr: 0.00019387 ▲
[5600/20001]	 2.781it/s	 time: 0:33:34~1:26:18	 loss: 2.948>2.19	 lr: 0.00020612 ▲
[5700/20001]	 2.778it/s	 time: 0:34:12~1:25:48	 loss: 2.845>2.154	 lr: 0.00021837 ▲
[5800/20001]	 2.776it/s	 time: 0:34:49~1:25:14	 loss: 2.782>2.128	 lr: 0.00023062 ▲
[5900/20001]	 2.775it/s	 time: 0:35:26~1:24:40	 loss: 2.774>2.118	 lr: 0.00024287 ▲
[6000/20001]	 2.774it/s	 time: 0:36:03~1:24:07	 loss: 2.704>2.086	 lr: 0.00025488 ▲
[6100/20001]	 2.775it/s	 time: 0:36:38~1:23:28	 loss: 2.651>2.07	 lr: 0.00024263 ▼
[6200/20001]	 2.775it/s	 time: 0:37:14~1:22:52	 loss: 2.759>2.056	 lr: 0.00023038 ▼
[6300/20001]	 2.775it/s	 time: 0:37:50~1:22:16	 loss: 2.58>1.988	 lr: 0.00021813 ▼
[6400/20001]	 2.775it/s	 time: 0:38:26~1:21:40	 loss: 2.471>1.881	 lr: 0.00020588 ▼
[6500/20001]	 2.775it/s	 time: 0:39:02~1:21:04	 loss: 2.581>1.881	 lr: 0.00019363 ▼
[6600/20001]	 2.777it/s	 time: 0:39:37~1:20:26	 loss: 2.465>1.881	 lr: 0.00018138 ▼
[6700/20001]	 2.777it/s	 time: 0:40:13~1:19:49	 loss: 2.373>1.811	 lr: 0.00016913 ▼
[6800/20001]	 2.778it/s	 time: 0:40:48~1:19:12	 loss: 2.336>1.811	 lr: 0.00015688 ▼
[6900/20001]	 2.778it/s	 time: 0:41:24~1:18:36	 loss: 2.271>1.811	 lr: 0.00014463 ▼
[7000/20001]	 2.777it/s	 time: 0:42:01~1:18:01	 loss: 2.166>1.76	 lr: 0.00013238 ▼
[7100/20001]	 2.778it/s	 time: 0:42:36~1:17:24	 loss: 2.234>1.759	 lr: 0.00012013 ▼
[7200/20001]	 2.778it/s	 time: 0:43:12~1:16:48	 loss: 2.212>1.75	 lr: 0.00010788 ▼
[7300/20001]	 2.778it/s	 time: 0:43:48~1:16:12	 loss: 2.134>1.696	 lr: 9.563e-05 ▼
[7400/20001]	 2.779it/s	 time: 0:44:23~1:15:34	 loss: 2.104>1.674	 lr: 8.338e-05 ▼
[7500/20001]	 2.779it/s	 time: 0:44:59~1:14:58	 loss: 2.105>1.633	 lr: 7.113e-05 ▼
[7600/20001]	 2.78it/s	 time: 0:45:34~1:14:20	 loss: 2.073>1.611	 lr: 5.888e-05 ▼
[7700/20001]	 2.78it/s	 time: 0:46:10~1:13:44	 loss: 2.012>1.611	 lr: 4.663e-05 ▼
[7800/20001]	 2.781it/s	 time: 0:46:45~1:13:07	 loss: 2.015>1.601	 lr: 3.438e-05 ▼
[7900/20001]	 2.781it/s	 time: 0:47:21~1:12:31	 loss: 1.985>1.588	 lr: 2.213e-05 ▼
[8000/20001]	 2.781it/s	 time: 0:47:57~1:11:55	 loss: 1.969>1.588	 lr: 1.006e-05 ▼
[8100/20001]	 2.781it/s	 time: 0:48:33~1:11:19	 loss: 1.986>1.571	 lr: 1.619e-05 ▲
[8200/20001]	 2.782it/s	 time: 0:49:08~1:10:42	 loss: 1.971>1.571	 lr: 2.231e-05 ▲
[8300/20001]	 2.782it/s	 time: 0:49:43~1:10:04	 loss: 1.974>1.571	 lr: 2.844e-05 ▲
[8400/20001]	 2.782it/s	 time: 0:50:19~1:09:29	 loss: 1.979>1.571	 lr: 3.456e-05 ▲
[8500/20001]	 2.782it/s	 time: 0:50:55~1:08:53	 loss: 1.958>1.571	 lr: 4.069e-05 ▲
[8600/20001]	 2.783it/s	 time: 0:51:30~1:08:16	 loss: 1.996>1.571	 lr: 4.681e-05 ▲
[8700/20001]	 2.782it/s	 time: 0:52:07~1:07:41	 loss: 1.929>1.571	 lr: 5.294e-05 ▲
[8800/20001]	 2.782it/s	 time: 0:52:43~1:07:05	 loss: 1.974>1.571	 lr: 5.906e-05 ▲
[8900/20001]	 2.782it/s	 time: 0:53:19~1:06:29	 loss: 1.963>1.571	 lr: 6.519e-05 ▲
[9000/20001]	 2.782it/s	 time: 0:53:55~1:05:53	 loss: 1.949>1.571	 lr: 7.131e-05 ▲
[9100/20001]	 2.783it/s	 time: 0:54:30~1:05:16	 loss: 1.972>1.565	 lr: 7.744e-05 ▲
[9200/20001]	 2.783it/s	 time: 0:55:06~1:04:40	 loss: 2.015>1.565	 lr: 8.356e-05 ▲
[9300/20001]	 2.783it/s	 time: 0:55:42~1:04:05	 loss: 1.937>1.558	 lr: 8.969e-05 ▲
[9400/20001]	 2.781it/s	 time: 0:56:20~1:03:31	 loss: 1.93>1.558	 lr: 9.581e-05 ▲
[9500/20001]	 2.78it/s	 time: 0:56:57~1:02:56	 loss: 1.971>1.558	 lr: 0.00010194 ▲
[9600/20001]	 2.78it/s	 time: 0:57:33~1:02:20	 loss: 1.923>1.558	 lr: 0.00010806 ▲
[9700/20001]	 2.78it/s	 time: 0:58:09~1:01:44	 loss: 1.933>1.558	 lr: 0.00011419 ▲
[9800/20001]	 2.781it/s	 time: 0:58:44~1:01:07	 loss: 1.971>1.558	 lr: 0.00012031 ▲
[9900/20001]	 2.781it/s	 time: 0:59:20~1:00:31	 loss: 1.89>1.539	 lr: 0.00012644 ▲
[10000/20001]	 2.781it/s	 time: 0:59:56~0:59:56	 loss: 1.956>1.539	 lr: 0.00013244 ▲
model [rubiks_iso3_v10_cp10000] saved to _checkpoints...
[10100/20001]	 2.78it/s	 time: 1:00:33~0:59:21	 loss: 1.859>1.538	 lr: 0.00012631 ▼
[10200/20001]	 2.781it/s	 time: 1:01:08~0:58:44	 loss: 1.925>1.538	 lr: 0.00012019 ▼
[10300/20001]	 2.781it/s	 time: 1:01:44~0:58:08	 loss: 1.892>1.534	 lr: 0.00011406 ▼
[10400/20001]	 2.781it/s	 time: 1:02:20~0:57:32	 loss: 1.866>1.534	 lr: 0.00010794 ▼
[10500/20001]	 2.781it/s	 time: 1:02:56~0:56:56	 loss: 1.887>1.531	 lr: 0.00010181 ▼
[10600/20001]	 2.781it/s	 time: 1:03:31~0:56:19	 loss: 1.866>1.518	 lr: 9.569e-05 ▼
[10700/20001]	 2.781it/s	 time: 1:04:07~0:55:43	 loss: 1.837>1.518	 lr: 8.956e-05 ▼
[10800/20001]	 2.782it/s	 time: 1:04:42~0:55:06	 loss: 1.819>1.508	 lr: 8.344e-05 ▼
[10900/20001]	 2.783it/s	 time: 1:05:17~0:54:30	 loss: 1.805>1.505	 lr: 7.731e-05 ▼
[11000/20001]	 2.783it/s	 time: 1:05:53~0:53:54	 loss: 1.758>1.494	 lr: 7.119e-05 ▼
[11100/20001]	 2.783it/s	 time: 1:06:29~0:53:18	 loss: 1.804>1.478	 lr: 6.506e-05 ▼
[11200/20001]	 2.783it/s	 time: 1:07:04~0:52:41	 loss: 1.773>1.478	 lr: 5.894e-05 ▼
[11300/20001]	 2.783it/s	 time: 1:07:40~0:52:05	 loss: 1.788>1.478	 lr: 5.281e-05 ▼
[11400/20001]	 2.783it/s	 time: 1:08:16~0:51:29	 loss: 1.741>1.473	 lr: 4.669e-05 ▼
[11500/20001]	 2.784it/s	 time: 1:08:51~0:50:53	 loss: 1.762>1.47	 lr: 4.056e-05 ▼
[11600/20001]	 2.784it/s	 time: 1:09:26~0:50:16	 loss: 1.754>1.47	 lr: 3.444e-05 ▼
[11700/20001]	 2.785it/s	 time: 1:10:01~0:49:40	 loss: 1.74>1.454	 lr: 2.831e-05 ▼
[11800/20001]	 2.785it/s	 time: 1:10:37~0:49:04	 loss: 1.723>1.454	 lr: 2.219e-05 ▼
[11900/20001]	 2.785it/s	 time: 1:11:13~0:48:28	 loss: 1.69>1.452	 lr: 1.606e-05 ▼
[12000/20001]	 2.785it/s	 time: 1:11:49~0:47:52	 loss: 1.7>1.442	 lr: 1.003e-05 ▼
[12100/20001]	 2.785it/s	 time: 1:12:25~0:47:16	 loss: 1.703>1.442	 lr: 1.309e-05 ▲
[12200/20001]	 2.785it/s	 time: 1:13:00~0:46:40	 loss: 1.702>1.442	 lr: 1.616e-05 ▲
[12300/20001]	 2.785it/s	 time: 1:13:37~0:46:05	 loss: 1.696>1.442	 lr: 1.922e-05 ▲
[12400/20001]	 2.784it/s	 time: 1:14:14~0:45:29	 loss: 1.701>1.442	 lr: 2.228e-05 ▲
[12500/20001]	 2.783it/s	 time: 1:14:51~0:44:54	 loss: 1.679>1.442	 lr: 2.534e-05 ▲
[12600/20001]	 2.783it/s	 time: 1:15:27~0:44:18	 loss: 1.693>1.442	 lr: 2.841e-05 ▲
[12700/20001]	 2.783it/s	 time: 1:16:03~0:43:42	 loss: 1.721>1.442	 lr: 3.147e-05 ▲
[12800/20001]	 2.784it/s	 time: 1:16:38~0:43:06	 loss: 1.731>1.442	 lr: 3.453e-05 ▲
[12900/20001]	 2.784it/s	 time: 1:17:14~0:42:30	 loss: 1.725>1.442	 lr: 3.759e-05 ▲
[13000/20001]	 2.784it/s	 time: 1:17:50~0:41:54	 loss: 1.697>1.442	 lr: 4.066e-05 ▲
[13100/20001]	 2.784it/s	 time: 1:18:26~0:41:18	 loss: 1.7>1.442	 lr: 4.372e-05 ▲
[13200/20001]	 2.784it/s	 time: 1:19:01~0:40:42	 loss: 1.702>1.442	 lr: 4.678e-05 ▲
[13300/20001]	 2.784it/s	 time: 1:19:37~0:40:06	 loss: 1.726>1.442	 lr: 4.984e-05 ▲
[13400/20001]	 2.785it/s	 time: 1:20:12~0:39:30	 loss: 1.706>1.442	 lr: 5.291e-05 ▲
[13500/20001]	 2.784it/s	 time: 1:20:49~0:38:54	 loss: 1.694>1.442	 lr: 5.597e-05 ▲
[13600/20001]	 2.785it/s	 time: 1:21:24~0:38:18	 loss: 1.726>1.442	 lr: 5.903e-05 ▲
[13700/20001]	 2.785it/s	 time: 1:22:00~0:37:42	 loss: 1.687>1.442	 lr: 6.209e-05 ▲
[13800/20001]	 2.785it/s	 time: 1:22:35~0:37:06	 loss: 1.747>1.442	 lr: 6.516e-05 ▲
[13900/20001]	 2.785it/s	 time: 1:23:11~0:36:30	 loss: 1.702>1.442	 lr: 6.822e-05 ▲
[14000/20001]	 2.785it/s	 time: 1:23:47~0:35:54	 loss: 1.725>1.442	 lr: 7.122e-05 ▲
[14100/20001]	 2.785it/s	 time: 1:24:22~0:35:18	 loss: 1.672>1.442	 lr: 6.816e-05 ▼
[14200/20001]	 2.785it/s	 time: 1:24:58~0:34:42	 loss: 1.679>1.442	 lr: 6.509e-05 ▼
[14300/20001]	 2.785it/s	 time: 1:25:34~0:34:06	 loss: 1.729>1.442	 lr: 6.203e-05 ▼
[14400/20001]	 2.785it/s	 time: 1:26:10~0:33:30	 loss: 1.686>1.442	 lr: 5.897e-05 ▼
[14500/20001]	 2.785it/s	 time: 1:26:46~0:32:54	 loss: 1.694>1.442	 lr: 5.591e-05 ▼
[14600/20001]	 2.785it/s	 time: 1:27:22~0:32:18	 loss: 1.719>1.442	 lr: 5.284e-05 ▼
[14700/20001]	 2.785it/s	 time: 1:27:58~0:31:42	 loss: 1.663>1.435	 lr: 4.978e-05 ▼
[14800/20001]	 2.785it/s	 time: 1:28:34~0:31:07	 loss: 1.667>1.435	 lr: 4.672e-05 ▼
[14900/20001]	 2.785it/s	 time: 1:29:10~0:30:31	 loss: 1.658>1.432	 lr: 4.366e-05 ▼
[15000/20001]	 2.785it/s	 time: 1:29:46~0:29:55	 loss: 1.663>1.431	 lr: 4.059e-05 ▼
model [rubiks_iso3_v10_cp15000] saved to _checkpoints...
[15100/20001]	 2.785it/s	 time: 1:30:22~0:29:19	 loss: 1.639>1.431	 lr: 3.753e-05 ▼
[15200/20001]	 2.785it/s	 time: 1:30:57~0:28:43	 loss: 1.646>1.431	 lr: 3.447e-05 ▼
[15300/20001]	 2.785it/s	 time: 1:31:33~0:28:07	 loss: 1.653>1.425	 lr: 3.141e-05 ▼
[15400/20001]	 2.786it/s	 time: 1:32:08~0:27:31	 loss: 1.66>1.424	 lr: 2.834e-05 ▼
[15500/20001]	 2.786it/s	 time: 1:32:44~0:26:55	 loss: 1.648>1.424	 lr: 2.528e-05 ▼
[15600/20001]	 2.786it/s	 time: 1:33:20~0:26:19	 loss: 1.635>1.42	 lr: 2.222e-05 ▼
[15700/20001]	 2.786it/s	 time: 1:33:56~0:25:43	 loss: 1.618>1.42	 lr: 1.916e-05 ▼
[15800/20001]	 2.786it/s	 time: 1:34:31~0:25:07	 loss: 1.64>1.42	 lr: 1.609e-05 ▼
[15900/20001]	 2.786it/s	 time: 1:35:07~0:24:31	 loss: 1.615>1.414	 lr: 1.303e-05 ▼
[16000/20001]	 2.786it/s	 time: 1:35:43~0:23:55	 loss: 1.618>1.414	 lr: 1.002e-05 ▼
[16100/20001]	 2.786it/s	 time: 1:36:19~0:23:19	 loss: 1.593>1.404	 lr: 1.155e-05 ▲
[16200/20001]	 2.786it/s	 time: 1:36:55~0:22:44	 loss: 1.646>1.404	 lr: 1.308e-05 ▲
[16300/20001]	 2.785it/s	 time: 1:37:32~0:22:08	 loss: 1.633>1.404	 lr: 1.461e-05 ▲
[16400/20001]	 2.785it/s	 time: 1:38:08~0:21:32	 loss: 1.609>1.404	 lr: 1.614e-05 ▲
[16500/20001]	 2.785it/s	 time: 1:38:45~0:20:56	 loss: 1.611>1.404	 lr: 1.767e-05 ▲
[16600/20001]	 2.785it/s	 time: 1:39:20~0:20:20	 loss: 1.608>1.404	 lr: 1.92e-05 ▲
[16700/20001]	 2.785it/s	 time: 1:39:57~0:19:45	 loss: 1.62>1.404	 lr: 2.073e-05 ▲
[16800/20001]	 2.784it/s	 time: 1:40:34~0:19:09	 loss: 1.63>1.404	 lr: 2.227e-05 ▲
[16900/20001]	 2.784it/s	 time: 1:41:11~0:18:33	 loss: 1.596>1.404	 lr: 2.38e-05 ▲
[17000/20001]	 2.784it/s	 time: 1:41:46~0:17:57	 loss: 1.644>1.404	 lr: 2.533e-05 ▲
[17100/20001]	 2.784it/s	 time: 1:42:22~0:17:21	 loss: 1.618>1.404	 lr: 2.686e-05 ▲
[17200/20001]	 2.784it/s	 time: 1:42:58~0:16:45	 loss: 1.633>1.404	 lr: 2.839e-05 ▲
[17300/20001]	 2.784it/s	 time: 1:43:34~0:16:09	 loss: 1.607>1.404	 lr: 2.992e-05 ▲
[17400/20001]	 2.784it/s	 time: 1:44:10~0:15:33	 loss: 1.611>1.404	 lr: 3.145e-05 ▲
[17500/20001]	 2.784it/s	 time: 1:44:45~0:14:57	 loss: 1.629>1.404	 lr: 3.298e-05 ▲
[17600/20001]	 2.784it/s	 time: 1:45:21~0:14:21	 loss: 1.643>1.404	 lr: 3.452e-05 ▲
[17700/20001]	 2.784it/s	 time: 1:45:57~0:13:46	 loss: 1.611>1.404	 lr: 3.605e-05 ▲
[17800/20001]	 2.785it/s	 time: 1:46:31~0:13:09	 loss: 1.637>1.404	 lr: 3.758e-05 ▲
[17900/20001]	 2.785it/s	 time: 1:47:08~0:12:34	 loss: 1.603>1.404	 lr: 3.911e-05 ▲
[18000/20001]	 2.785it/s	 time: 1:47:44~0:11:58	 loss: 1.592>1.401	 lr: 4.061e-05 ▲
[18100/20001]	 2.785it/s	 time: 1:48:20~0:11:22	 loss: 1.603>1.401	 lr: 3.908e-05 ▼
[18200/20001]	 2.785it/s	 time: 1:48:55~0:10:46	 loss: 1.618>1.401	 lr: 3.755e-05 ▼
[18300/20001]	 2.785it/s	 time: 1:49:31~0:10:10	 loss: 1.61>1.396	 lr: 3.602e-05 ▼
[18400/20001]	 2.785it/s	 time: 1:50:07~0:09:34	 loss: 1.598>1.396	 lr: 3.448e-05 ▼
[18500/20001]	 2.785it/s	 time: 1:50:42~0:08:58	 loss: 1.622>1.396	 lr: 3.295e-05 ▼
[18600/20001]	 2.785it/s	 time: 1:51:18~0:08:22	 loss: 1.597>1.391	 lr: 3.142e-05 ▼
[18700/20001]	 2.785it/s	 time: 1:51:54~0:07:46	 loss: 1.584>1.373	 lr: 2.989e-05 ▼
[18800/20001]	 2.785it/s	 time: 1:52:30~0:07:10	 loss: 1.588>1.358	 lr: 2.836e-05 ▼
[18900/20001]	 2.785it/s	 time: 1:53:06~0:06:34	 loss: 1.566>1.353	 lr: 2.683e-05 ▼
[19000/20001]	 2.786it/s	 time: 1:53:41~0:05:59	 loss: 1.595>1.342	 lr: 2.53e-05 ▼
[19100/20001]	 2.785it/s	 time: 1:54:18~0:05:23	 loss: 1.57>1.342	 lr: 2.377e-05 ▼
[19200/20001]	 2.785it/s	 time: 1:54:54~0:04:47	 loss: 1.564>1.342	 lr: 2.223e-05 ▼
[19300/20001]	 2.785it/s	 time: 1:55:30~0:04:11	 loss: 1.575>1.332	 lr: 2.07e-05 ▼
[19400/20001]	 2.785it/s	 time: 1:56:06~0:03:35	 loss: 1.567>1.315	 lr: 1.917e-05 ▼
[19500/20001]	 2.785it/s	 time: 1:56:42~0:02:59	 loss: 1.559>1.313	 lr: 1.764e-05 ▼
[19600/20001]	 2.784it/s	 time: 1:57:19~0:02:23	 loss: 1.542>1.313	 lr: 1.611e-05 ▼
[19700/20001]	 2.784it/s	 time: 1:57:56~0:01:47	 loss: 1.568>1.302	 lr: 1.458e-05 ▼
[19800/20001]	 2.784it/s	 time: 1:58:33~0:01:11	 loss: 1.554>1.302	 lr: 1.305e-05 ▼
[19900/20001]	 2.784it/s	 time: 1:59:09~0:00:35	 loss: 1.545>1.291	 lr: 1.152e-05 ▼
[20000/20001]	 2.784it/s	 time: 1:59:45~0:00:00	 loss: 1.532>1.288	 lr: 1.001e-05 ▼
model [rubiks_iso3_v10_cp20000] saved to _checkpoints...
train time: 1:59:45
model [rubiks_iso3_v10] saved to _models...
elapsed time: 1:59:51
****************
