****************
timestamp: 2023-12-12 19:44:29.156339
initializing training...
device: cuda
nca perception channels: 60
nca parameter count: 9856
nca isotropic type: 1
training new model from scratch...
model: cowboy16_iso2_v8
type: 5
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 24, 24, 24]
target.shape: [4, 4, 24, 24, 24]
starting training w/ 12001 epochs...
[100/12001]	 3.333it/s	 time: 0:00:30~0:59:30	 loss: 1653.354>21.007	 lr: 3.474e-05 ▲
[8800/12001]	 3.25it/s	 time: 0:45:08~0:16:24	 loss: 2.177>1.535	 lr: 5.906e-05 ▲
[8900/12001]	 3.248it/s	 time: 0:45:40~0:15:54	 loss: 2.172>1.535	 lr: 6.519e-05 ▲
[9000/12001]	 3.249it/s	 time: 0:46:10~0:15:23	 loss: 2.077>1.535	 lr: 7.131e-05 ▲
model [cowboy16_iso2_v8_cp9000] saved to _checkpoints...
[9100/12001]	 3.249it/s	 time: 0:46:41~0:14:52	 loss: 2.15>1.535	 lr: 7.744e-05 ▲
[9200/12001]	 3.249it/s	 time: 0:47:12~0:14:21	 loss: 2.149>1.52	 lr: 8.356e-05 ▲
[9300/12001]	 3.249it/s	 time: 0:47:42~0:13:50	 loss: 2.117>1.514	 lr: 8.969e-05 ▲
[9400/12001]	 3.248it/s	 time: 0:48:14~0:13:20	 loss: 2.12>1.514	 lr: 9.581e-05 ▲
[9500/12001]	 3.248it/s	 time: 0:48:45~0:12:49	 loss: 2.081>1.51	 lr: 0.00010194 ▲
[9600/12001]	 3.249it/s	 time: 0:49:15~0:12:18	 loss: 2.077>1.51	 lr: 0.00010806 ▲
[9700/12001]	 3.247it/s	 time: 0:49:47~0:11:48	 loss: 2.09>1.508	 lr: 0.00011419 ▲
[9800/12001]	 3.247it/s	 time: 0:50:18~0:11:17	 loss: 2.117>1.508	 lr: 0.00012031 ▲
[9900/12001]	 3.247it/s	 time: 0:50:49~0:10:46	 loss: 2.183>1.508	 lr: 0.00012644 ▲
[10000/12001]	 3.244it/s	 time: 0:51:23~0:10:16	 loss: 2.174>1.508	 lr: 0.00013244 ▲
model [cowboy16_iso2_v8_cp10000] saved to _checkpoints...
[10100/12001]	 3.241it/s	 time: 0:51:56~0:09:46	 loss: 2.074>1.5	 lr: 0.00012631 ▼
[10200/12001]	 3.242it/s	 time: 0:52:26~0:09:15	 loss: 2.095>1.488	 lr: 0.00012019 ▼
[10300/12001]	 3.242it/s	 time: 0:52:57~0:08:44	 loss: 2.055>1.488	 lr: 0.00011406 ▼
[10400/12001]	 3.243it/s	 time: 0:53:27~0:08:13	 loss: 2.077>1.488	 lr: 0.00010794 ▼
[10500/12001]	 3.243it/s	 time: 0:53:58~0:07:42	 loss: 1.95>1.442	 lr: 0.00010181 ▼
[10600/12001]	 3.244it/s	 time: 0:54:28~0:07:11	 loss: 1.924>1.44	 lr: 9.569e-05 ▼
[10700/12001]	 3.243it/s	 time: 0:54:59~0:06:40	 loss: 1.896>1.404	 lr: 8.956e-05 ▼
[10800/12001]	 3.244it/s	 time: 0:55:29~0:06:09	 loss: 1.941>1.402	 lr: 8.344e-05 ▼
[10900/12001]	 3.244it/s	 time: 0:56:00~0:05:39	 loss: 1.881>1.347	 lr: 7.731e-05 ▼
[11000/12001]	 3.244it/s	 time: 0:56:31~0:05:08	 loss: 1.813>1.347	 lr: 7.119e-05 ▼
model [cowboy16_iso2_v8_cp11000] saved to _checkpoints...
[11100/12001]	 3.245it/s	 time: 0:57:01~0:04:37	 loss: 1.88>1.346	 lr: 6.506e-05 ▼
[11200/12001]	 3.244it/s	 time: 0:57:32~0:04:06	 loss: 1.848>1.346	 lr: 5.894e-05 ▼
[11300/12001]	 3.243it/s	 time: 0:58:04~0:03:35	 loss: 1.776>1.324	 lr: 5.281e-05 ▼
[11400/12001]	 3.242it/s	 time: 0:58:36~0:03:05	 loss: 1.796>1.324	 lr: 4.669e-05 ▼
[11500/12001]	 3.243it/s	 time: 0:59:06~0:02:34	 loss: 1.769>1.324	 lr: 4.056e-05 ▼
[11600/12001]	 3.243it/s	 time: 0:59:37~0:02:03	 loss: 1.727>1.308	 lr: 3.444e-05 ▼
[11700/12001]	 3.244it/s	 time: 1:00:07~0:01:32	 loss: 1.776>1.275	 lr: 2.831e-05 ▼
[11800/12001]	 3.244it/s	 time: 1:00:37~0:01:01	 loss: 1.734>1.268	 lr: 2.219e-05 ▼
[11900/12001]	 3.244it/s	 time: 1:01:08~0:00:30	 loss: 1.711>1.268	 lr: 1.606e-05 ▼
[12000/12001]	 3.245it/s	 time: 1:01:38~0:00:00	 loss: 1.692>1.263	 lr: 1.003e-05 ▼
model [cowboy16_iso2_v8_cp12000] saved to _checkpoints...
train time: 1:01:38
model [cowboy16_iso2_v8] saved to _models...
elapsed time: 1:02:03
****************
