****************
timestamp: 2024-02-28 19:55:17.554965
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 90
nca parameter count: 13696
nca isotropic type: 1
training new model from scratch...
model: rubiks_black_slice_iso3_v7
type: YAW_ISO_V3
channels: 16
hidden: 128
hidden-seed-info: False
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 25, 25, 25]
target.shape: [4, 4, 25, 25, 25]
starting training w/ 15001 epochs...
[100/15001]	 2.564it/s	 time: 0:00:39~1:36:50	 loss: 479.443>1.136	 lr: 3.474e-05 ▲
[4100/15001]	 2.579it/s	 time: 0:26:30~1:10:27	 loss: 0.175>0.085	 lr: 2.237e-05 ▲
[4200/15001]	 2.58it/s	 time: 0:27:08~1:09:46	 loss: 0.189>0.085	 lr: 3.462e-05 ▲
[4300/15001]	 2.579it/s	 time: 0:27:47~1:09:08	 loss: 0.189>0.083	 lr: 4.687e-05 ▲
[4400/15001]	 2.581it/s	 time: 0:28:25~1:08:27	 loss: 0.195>0.083	 lr: 5.912e-05 ▲
[4500/15001]	 2.582it/s	 time: 0:29:03~1:07:47	 loss: 0.165>0.083	 lr: 7.137e-05 ▲
[4600/15001]	 2.58it/s	 time: 0:29:43~1:07:11	 loss: 0.156>0.083	 lr: 8.362e-05 ▲
[4700/15001]	 2.58it/s	 time: 0:30:22~1:06:32	 loss: 0.186>0.083	 lr: 9.587e-05 ▲
[4800/15001]	 2.579it/s	 time: 0:31:01~1:05:54	 loss: 0.152>0.083	 lr: 0.00010812 ▲
[4900/15001]	 2.58it/s	 time: 0:31:39~1:05:14	 loss: 0.152>0.083	 lr: 0.00012037 ▲
[5000/15001]	 2.58it/s	 time: 0:32:18~1:04:36	 loss: 0.191>0.083	 lr: 0.00013262 ▲
model [rubiks_black_slice_iso3_v7_cp5000] saved to _checkpoints...
[5100/15001]	 2.581it/s	 time: 0:32:56~1:03:55	 loss: 0.168>0.083	 lr: 0.00014487 ▲
[5200/15001]	 2.582it/s	 time: 0:33:34~1:03:15	 loss: 0.174>0.083	 lr: 0.00015712 ▲
[5300/15001]	 2.58it/s	 time: 0:34:14~1:02:39	 loss: 0.181>0.083	 lr: 0.00016937 ▲
[5400/15001]	 2.581it/s	 time: 0:34:52~1:01:59	 loss: 0.202>0.079	 lr: 0.00018162 ▲
[5500/15001]	 2.582it/s	 time: 0:35:30~1:01:19	 loss: 0.154>0.079	 lr: 0.00019387 ▲
[5600/15001]	 2.582it/s	 time: 0:36:09~1:00:40	 loss: 0.166>0.077	 lr: 0.00020612 ▲
[5700/15001]	 2.583it/s	 time: 0:36:47~1:00:00	 loss: 0.158>0.076	 lr: 0.00021837 ▲
[5800/15001]	 2.582it/s	 time: 0:37:26~0:59:22	 loss: 0.137>0.076	 lr: 0.00023062 ▲
[5900/15001]	 2.583it/s	 time: 0:38:04~0:58:42	 loss: 0.159>0.076	 lr: 0.00024287 ▲
[6000/15001]	 2.583it/s	 time: 0:38:43~0:58:04	 loss: 0.156>0.076	 lr: 0.00025488 ▲
[6100/15001]	 2.581it/s	 time: 0:39:23~0:57:27	 loss: 0.174>0.07	 lr: 0.00024263 ▼
[6200/15001]	 2.582it/s	 time: 0:40:01~0:56:47	 loss: 0.159>0.07	 lr: 0.00023038 ▼
[6300/15001]	 2.582it/s	 time: 0:40:40~0:56:09	 loss: 0.153>0.064	 lr: 0.00021813 ▼
[6400/15001]	 2.582it/s	 time: 0:41:19~0:55:31	 loss: 0.158>0.064	 lr: 0.00020588 ▼
[6500/15001]	 2.581it/s	 time: 0:41:58~0:54:52	 loss: 0.12>0.064	 lr: 0.00019363 ▼
[6600/15001]	 2.581it/s	 time: 0:42:37~0:54:14	 loss: 0.135>0.064	 lr: 0.00018138 ▼
[6700/15001]	 2.582it/s	 time: 0:43:15~0:53:34	 loss: 0.145>0.062	 lr: 0.00016913 ▼
[6800/15001]	 2.582it/s	 time: 0:43:54~0:52:56	 loss: 0.155>0.062	 lr: 0.00015688 ▼
[6900/15001]	 2.581it/s	 time: 0:44:33~0:52:17	 loss: 0.123>0.061	 lr: 0.00014463 ▼
[7000/15001]	 2.582it/s	 time: 0:45:11~0:51:38	 loss: 0.122>0.061	 lr: 0.00013238 ▼
[7100/15001]	 2.581it/s	 time: 0:45:51~0:51:00	 loss: 0.112>0.06	 lr: 0.00012013 ▼
[7200/15001]	 2.582it/s	 time: 0:46:29~0:50:21	 loss: 0.131>0.06	 lr: 0.00010788 ▼
[7300/15001]	 2.581it/s	 time: 0:47:08~0:49:42	 loss: 0.154>0.058	 lr: 9.563e-05 ▼
[7400/15001]	 2.581it/s	 time: 0:47:47~0:49:04	 loss: 0.117>0.057	 lr: 8.338e-05 ▼
[7500/15001]	 2.582it/s	 time: 0:48:25~0:48:25	 loss: 0.139>0.056	 lr: 7.113e-05 ▼
[7600/15001]	 2.581it/s	 time: 0:49:05~0:47:47	 loss: 0.133>0.056	 lr: 5.888e-05 ▼
[7700/15001]	 2.58it/s	 time: 0:49:44~0:47:08	 loss: 0.136>0.056	 lr: 4.663e-05 ▼
[7800/15001]	 2.58it/s	 time: 0:50:23~0:46:30	 loss: 0.12>0.055	 lr: 3.438e-05 ▼
[7900/15001]	 2.581it/s	 time: 0:51:01~0:45:51	 loss: 0.134>0.054	 lr: 2.213e-05 ▼
[8000/15001]	 2.581it/s	 time: 0:51:40~0:45:12	 loss: 0.074>0.054	 lr: 1.006e-05 ▼
[8100/15001]	 2.58it/s	 time: 0:52:19~0:44:33	 loss: 0.13>0.054	 lr: 1.619e-05 ▲
[8200/15001]	 2.58it/s	 time: 0:52:58~0:43:55	 loss: 0.118>0.054	 lr: 2.231e-05 ▲
[8300/15001]	 2.58it/s	 time: 0:53:37~0:43:16	 loss: 0.106>0.054	 lr: 2.844e-05 ▲
[8400/15001]	 2.578it/s	 time: 0:54:18~0:42:39	 loss: 0.105>0.054	 lr: 3.456e-05 ▲
[8500/15001]	 2.577it/s	 time: 0:54:58~0:42:01	 loss: 0.11>0.054	 lr: 4.069e-05 ▲
[8600/15001]	 2.578it/s	 time: 0:55:36~0:41:22	 loss: 0.118>0.054	 lr: 4.681e-05 ▲
[8700/15001]	 2.578it/s	 time: 0:56:15~0:40:43	 loss: 0.116>0.054	 lr: 5.294e-05 ▲
[8800/15001]	 2.578it/s	 time: 0:56:54~0:40:05	 loss: 0.148>0.054	 lr: 5.906e-05 ▲
[8900/15001]	 2.577it/s	 time: 0:57:34~0:39:27	 loss: 0.12>0.054	 lr: 6.519e-05 ▲
[9000/15001]	 2.577it/s	 time: 0:58:13~0:38:48	 loss: 0.124>0.054	 lr: 7.131e-05 ▲
[9100/15001]	 2.576it/s	 time: 0:58:52~0:38:09	 loss: 0.126>0.054	 lr: 7.744e-05 ▲
[9200/15001]	 2.576it/s	 time: 0:59:31~0:37:31	 loss: 0.099>0.054	 lr: 8.356e-05 ▲
[9300/15001]	 2.576it/s	 time: 1:00:10~0:36:52	 loss: 0.145>0.054	 lr: 8.969e-05 ▲
[9400/15001]	 2.576it/s	 time: 1:00:49~0:36:13	 loss: 0.116>0.054	 lr: 9.581e-05 ▲
[9500/15001]	 2.576it/s	 time: 1:01:28~0:35:35	 loss: 0.142>0.054	 lr: 0.00010194 ▲
[9600/15001]	 2.576it/s	 time: 1:02:07~0:34:56	 loss: 0.155>0.054	 lr: 0.00010806 ▲
[9700/15001]	 2.576it/s	 time: 1:02:46~0:34:17	 loss: 0.123>0.054	 lr: 0.00011419 ▲
[9800/15001]	 2.575it/s	 time: 1:03:26~0:33:39	 loss: 0.122>0.054	 lr: 0.00012031 ▲
[9900/15001]	 2.575it/s	 time: 1:04:04~0:33:00	 loss: 0.12>0.054	 lr: 0.00012644 ▲
[10000/15001]	 2.575it/s	 time: 1:04:43~0:32:21	 loss: 0.132>0.054	 lr: 0.00013244 ▲
model [rubiks_black_slice_iso3_v7_cp10000] saved to _checkpoints...
[10100/15001]	 2.576it/s	 time: 1:05:21~0:31:42	 loss: 0.118>0.054	 lr: 0.00012631 ▼
[10200/15001]	 2.576it/s	 time: 1:06:00~0:31:03	 loss: 0.112>0.054	 lr: 0.00012019 ▼
[10300/15001]	 2.576it/s	 time: 1:06:38~0:30:24	 loss: 0.143>0.054	 lr: 0.00011406 ▼
[10400/15001]	 2.576it/s	 time: 1:07:18~0:29:46	 loss: 0.1>0.054	 lr: 0.00010794 ▼
[10500/15001]	 2.575it/s	 time: 1:07:57~0:29:07	 loss: 0.126>0.054	 lr: 0.00010181 ▼
[10600/15001]	 2.575it/s	 time: 1:08:36~0:28:28	 loss: 0.123>0.054	 lr: 9.569e-05 ▼
[10700/15001]	 2.576it/s	 time: 1:09:14~0:27:49	 loss: 0.108>0.054	 lr: 8.956e-05 ▼
[10800/15001]	 2.576it/s	 time: 1:09:53~0:27:10	 loss: 0.125>0.054	 lr: 8.344e-05 ▼
[10900/15001]	 2.576it/s	 time: 1:10:32~0:26:31	 loss: 0.109>0.053	 lr: 7.731e-05 ▼
[11000/15001]	 2.576it/s	 time: 1:11:10~0:25:52	 loss: 0.127>0.053	 lr: 7.119e-05 ▼
[11100/15001]	 2.575it/s	 time: 1:11:50~0:25:14	 loss: 0.143>0.052	 lr: 6.506e-05 ▼
[11200/15001]	 2.575it/s	 time: 1:12:29~0:24:35	 loss: 0.136>0.052	 lr: 5.894e-05 ▼
[11300/15001]	 2.576it/s	 time: 1:13:07~0:23:56	 loss: 0.09>0.052	 lr: 5.281e-05 ▼
[11400/15001]	 2.576it/s	 time: 1:13:46~0:23:17	 loss: 0.111>0.052	 lr: 4.669e-05 ▼
[11500/15001]	 2.576it/s	 time: 1:14:25~0:22:38	 loss: 0.131>0.052	 lr: 4.056e-05 ▼
[11600/15001]	 2.575it/s	 time: 1:15:04~0:22:00	 loss: 0.135>0.052	 lr: 3.444e-05 ▼
[11700/15001]	 2.575it/s	 time: 1:15:43~0:21:21	 loss: 0.122>0.051	 lr: 2.831e-05 ▼
[11800/15001]	 2.575it/s	 time: 1:16:22~0:20:42	 loss: 0.115>0.051	 lr: 2.219e-05 ▼
[11900/15001]	 2.575it/s	 time: 1:17:01~0:20:03	 loss: 0.122>0.051	 lr: 1.606e-05 ▼
[12000/15001]	 2.575it/s	 time: 1:17:40~0:19:25	 loss: 0.124>0.051	 lr: 1.003e-05 ▼
[12100/15001]	 2.575it/s	 time: 1:18:19~0:18:46	 loss: 0.132>0.051	 lr: 1.309e-05 ▲
[12200/15001]	 2.575it/s	 time: 1:18:57~0:18:07	 loss: 0.113>0.051	 lr: 1.616e-05 ▲
[12300/15001]	 2.575it/s	 time: 1:19:36~0:17:28	 loss: 0.124>0.051	 lr: 1.922e-05 ▲
[12400/15001]	 2.575it/s	 time: 1:20:15~0:16:49	 loss: 0.08>0.051	 lr: 2.228e-05 ▲
[12500/15001]	 2.575it/s	 time: 1:20:55~0:16:11	 loss: 0.165>0.051	 lr: 2.534e-05 ▲
[12600/15001]	 2.575it/s	 time: 1:21:33~0:15:31	 loss: 0.127>0.051	 lr: 2.841e-05 ▲
[12700/15001]	 2.575it/s	 time: 1:22:12~0:14:53	 loss: 0.094>0.051	 lr: 3.147e-05 ▲
[12800/15001]	 2.575it/s	 time: 1:22:50~0:14:14	 loss: 0.094>0.051	 lr: 3.453e-05 ▲
[12900/15001]	 2.575it/s	 time: 1:23:29~0:13:35	 loss: 0.092>0.051	 lr: 3.759e-05 ▲
[13000/15001]	 2.575it/s	 time: 1:24:08~0:12:56	 loss: 0.105>0.051	 lr: 4.066e-05 ▲
[13100/15001]	 2.575it/s	 time: 1:24:47~0:12:17	 loss: 0.148>0.051	 lr: 4.372e-05 ▲
[13200/15001]	 2.575it/s	 time: 1:25:26~0:11:39	 loss: 0.107>0.051	 lr: 4.678e-05 ▲
[13300/15001]	 2.576it/s	 time: 1:26:04~0:11:00	 loss: 0.1>0.051	 lr: 4.984e-05 ▲
[13400/15001]	 2.575it/s	 time: 1:26:44~0:10:21	 loss: 0.119>0.051	 lr: 5.291e-05 ▲
[13500/15001]	 2.574it/s	 time: 1:27:25~0:09:42	 loss: 0.132>0.051	 lr: 5.597e-05 ▲
[13600/15001]	 2.574it/s	 time: 1:28:04~0:09:03	 loss: 0.141>0.051	 lr: 5.903e-05 ▲
[13700/15001]	 2.574it/s	 time: 1:28:43~0:08:25	 loss: 0.135>0.051	 lr: 6.209e-05 ▲
[13800/15001]	 2.573it/s	 time: 1:29:23~0:07:46	 loss: 0.13>0.051	 lr: 6.516e-05 ▲
[13900/15001]	 2.574it/s	 time: 1:30:01~0:07:07	 loss: 0.102>0.051	 lr: 6.822e-05 ▲
[14000/15001]	 2.574it/s	 time: 1:30:40~0:06:28	 loss: 0.117>0.051	 lr: 7.122e-05 ▲
[14100/15001]	 2.573it/s	 time: 1:31:19~0:05:49	 loss: 0.122>0.051	 lr: 6.816e-05 ▼
[14200/15001]	 2.573it/s	 time: 1:31:58~0:05:10	 loss: 0.13>0.051	 lr: 6.509e-05 ▼
[14300/15001]	 2.573it/s	 time: 1:32:37~0:04:32	 loss: 0.1>0.051	 lr: 6.203e-05 ▼
[14400/15001]	 2.573it/s	 time: 1:33:16~0:03:53	 loss: 0.102>0.051	 lr: 5.897e-05 ▼
[14500/15001]	 2.574it/s	 time: 1:33:54~0:03:14	 loss: 0.102>0.051	 lr: 5.591e-05 ▼
[14600/15001]	 2.574it/s	 time: 1:34:33~0:02:35	 loss: 0.133>0.051	 lr: 5.284e-05 ▼
[14700/15001]	 2.574it/s	 time: 1:35:11~0:01:56	 loss: 0.125>0.051	 lr: 4.978e-05 ▼
[14800/15001]	 2.574it/s	 time: 1:35:49~0:01:17	 loss: 0.115>0.051	 lr: 4.672e-05 ▼
[14900/15001]	 2.575it/s	 time: 1:36:27~0:00:38	 loss: 0.133>0.051	 lr: 4.366e-05 ▼
[15000/15001]	 2.575it/s	 time: 1:37:06~0:00:00	 loss: 0.065>0.051	 lr: 4.059e-05 ▼
model [rubiks_black_slice_iso3_v7_cp15000] saved to _checkpoints...
train time: 1:37:06
model [rubiks_black_slice_iso3_v7] saved to _models...
elapsed time: 1:37:13
****************
