****************
timestamp: 2024-02-27 20:43:42.766742
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: rubiks_black_slice_iso3_v0
type: YAW_ISO_V3
hidden-seed-info: False
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 25, 25, 25]
target.shape: [4, 4, 25, 25, 25]
starting training w/ 10001 epochs...
[100/10001]	 2.703it/s	 time: 0:00:37~1:01:03	 loss: 72.784>1.379	 lr: 3.474e-05 ▲
[200/10001]	 2.778it/s	 time: 0:01:12~0:58:48	 loss: 47.215>1.162	 lr: 5.924e-05 ▲
[300/10001]	 2.778it/s	 time: 0:01:48~0:58:12	 loss: 22.017>1.116	 lr: 8.375e-05 ▲
[400/10001]	 2.778it/s	 time: 0:02:24~0:57:36	 loss: 20.4>0.903	 lr: 0.00010824 ▲
[500/10001]	 2.778it/s	 time: 0:03:00~0:57:00	 loss: 3.983>0.903	 lr: 0.00013275 ▲
[600/10001]	 2.778it/s	 time: 0:03:36~0:56:24	 loss: 71.456>0.903	 lr: 0.00015724 ▲
[700/10001]	 2.778it/s	 time: 0:04:12~0:55:48	 loss: 4.605>0.832	 lr: 0.00018174 ▲
[800/10001]	 2.778it/s	 time: 0:04:48~0:55:12	 loss: 5.413>0.799	 lr: 0.00020625 ▲
[900/10001]	 2.778it/s	 time: 0:05:24~0:54:36	 loss: 1.41>0.789	 lr: 0.00023074 ▲
[1000/10001]	 2.77it/s	 time: 0:06:01~0:54:09	 loss: 1.164>0.688	 lr: 0.00025524 ▲
[1100/10001]	 2.771it/s	 time: 0:06:37~0:53:32	 loss: 0.954>0.687	 lr: 0.00027975 ▲
[1200/10001]	 2.778it/s	 time: 0:07:12~0:52:48	 loss: 0.826>0.633	 lr: 0.00030425 ▲
[1300/10001]	 2.784it/s	 time: 0:07:47~0:52:05	 loss: 0.781>0.609	 lr: 0.00032875 ▲
[1400/10001]	 2.789it/s	 time: 0:08:22~0:51:23	 loss: 0.84>0.609	 lr: 0.00035324 ▲
[1500/10001]	 2.788it/s	 time: 0:08:58~0:50:48	 loss: 0.738>0.558	 lr: 0.00037774 ▲
[1600/10001]	 2.787it/s	 time: 0:09:34~0:50:13	 loss: 0.673>0.551	 lr: 0.00040224 ▲
[1700/10001]	 2.787it/s	 time: 0:10:10~0:49:38	 loss: 0.827>0.546	 lr: 0.00042675 ▲
[1800/10001]	 2.791it/s	 time: 0:10:45~0:48:58	 loss: 0.662>0.544	 lr: 0.00045125 ▲
[1900/10001]	 2.786it/s	 time: 0:11:22~0:48:27	 loss: 0.618>0.519	 lr: 0.00047574 ▲
[2000/10001]	 2.786it/s	 time: 0:11:58~0:47:52	 loss: 0.645>0.519	 lr: 0.00049976 ▲
[2100/10001]	 2.781it/s	 time: 0:12:35~0:47:20	 loss: 0.619>0.517	 lr: 0.00047526 ▼
[2200/10001]	 2.785it/s	 time: 0:13:10~0:46:40	 loss: 0.621>0.506	 lr: 0.00045075 ▼
[2300/10001]	 2.785it/s	 time: 0:13:46~0:46:05	 loss: 0.586>0.492	 lr: 0.00042625 ▼
[2400/10001]	 2.784it/s	 time: 0:14:22~0:45:29	 loss: 0.592>0.483	 lr: 0.00040176 ▼
[2500/10001]	 2.784it/s	 time: 0:14:58~0:44:54	 loss: 0.57>0.481	 lr: 0.00037726 ▼
[2600/10001]	 2.784it/s	 time: 0:15:34~0:44:18	 loss: 0.56>0.451	 lr: 0.00035276 ▼
