****************
timestamp: 2024-02-27 20:43:42.766742
initializing training...
device: cuda
forcing cuDNN initialization...
nca perception channels: 75
nca parameter count: 11776
nca isotropic type: 1
training new model from scratch...
model: rubiks_black_slice_iso3_v0
type: YAW_ISO_V3
hidden-seed-info: False
batch-size: 4
pool-size: 32
lr: 0.0005>1e-05 w/ 2000 step
seed.shape: [1, 16, 25, 25, 25]
target.shape: [4, 4, 25, 25, 25]
starting training w/ 10001 epochs...
[100/10001]	 2.703it/s	 time: 0:00:37~1:01:03	 loss: 72.784>1.379	 lr: 3.474e-05 ▲
[2700/10001]	 2.784it/s	 time: 0:16:10~0:43:42	 loss: 0.547>0.451	 lr: 0.00032825 ▼
[2800/10001]	 2.783it/s	 time: 0:16:46~0:43:06	 loss: 0.526>0.444	 lr: 0.00030375 ▼
[2900/10001]	 2.786it/s	 time: 0:17:21~0:42:28	 loss: 0.512>0.444	 lr: 0.00027926 ▼
[3000/10001]	 2.786it/s	 time: 0:17:57~0:41:53	 loss: 0.528>0.444	 lr: 0.00025476 ▼
[3100/10001]	 2.785it/s	 time: 0:18:33~0:41:17	 loss: 0.535>0.443	 lr: 0.00023026 ▼
[3200/10001]	 2.787it/s	 time: 0:19:08~0:40:39	 loss: 0.515>0.434	 lr: 0.00020575 ▼
[3300/10001]	 2.787it/s	 time: 0:19:44~0:40:03	 loss: 0.507>0.429	 lr: 0.00018125 ▼
[3400/10001]	 2.785it/s	 time: 0:20:21~0:39:30	 loss: 0.517>0.424	 lr: 0.00015676 ▼
[3500/10001]	 2.787it/s	 time: 0:20:56~0:38:52	 loss: 0.485>0.41	 lr: 0.00013226 ▼
[3600/10001]	 2.786it/s	 time: 0:21:32~0:38:16	 loss: 0.467>0.398	 lr: 0.00010776 ▼
[3700/10001]	 2.786it/s	 time: 0:22:08~0:37:41	 loss: 0.474>0.397	 lr: 8.325e-05 ▼
[3800/10001]	 2.786it/s	 time: 0:22:44~0:37:05	 loss: 0.45>0.389	 lr: 5.875e-05 ▼
[3900/10001]	 2.782it/s	 time: 0:23:22~0:36:32	 loss: 0.462>0.382	 lr: 3.426e-05 ▼
[4000/10001]	 2.782it/s	 time: 0:23:58~0:35:57	 loss: 0.433>0.373	 lr: 1.012e-05 ▼
[4100/10001]	 2.782it/s	 time: 0:24:34~0:35:21	 loss: 0.466>0.368	 lr: 2.237e-05 ▲
[4200/10001]	 2.781it/s	 time: 0:25:10~0:34:45	 loss: 0.463>0.36	 lr: 3.462e-05 ▲
[4300/10001]	 2.781it/s	 time: 0:25:46~0:34:09	 loss: 0.466>0.36	 lr: 4.687e-05 ▲
[4400/10001]	 2.781it/s	 time: 0:26:22~0:33:33	 loss: 0.474>0.36	 lr: 5.912e-05 ▲
[4500/10001]	 2.781it/s	 time: 0:26:58~0:32:57	 loss: 0.466>0.36	 lr: 7.137e-05 ▲
[4600/10001]	 2.783it/s	 time: 0:27:33~0:32:20	 loss: 0.445>0.36	 lr: 8.362e-05 ▲
[4700/10001]	 2.783it/s	 time: 0:28:09~0:31:44	 loss: 0.413>0.351	 lr: 9.587e-05 ▲
[4800/10001]	 2.783it/s	 time: 0:28:45~0:31:08	 loss: 0.473>0.348	 lr: 0.00010812 ▲
[4900/10001]	 2.783it/s	 time: 0:29:21~0:30:32	 loss: 0.477>0.348	 lr: 0.00012037 ▲
[5000/10001]	 2.784it/s	 time: 0:29:56~0:29:56	 loss: 0.461>0.348	 lr: 0.00013262 ▲
model [rubiks_black_slice_iso3_v0_cp5000] saved to _checkpoints...
[5100/10001]	 2.784it/s	 time: 0:30:32~0:29:20	 loss: 0.462>0.346	 lr: 0.00014487 ▲
[5200/10001]	 2.785it/s	 time: 0:31:07~0:28:43	 loss: 0.457>0.346	 lr: 0.00015712 ▲
[5300/10001]	 2.787it/s	 time: 0:31:42~0:28:06	 loss: 0.442>0.338	 lr: 0.00016937 ▲
[5400/10001]	 2.786it/s	 time: 0:32:18~0:27:30	 loss: 0.449>0.338	 lr: 0.00018162 ▲
[5500/10001]	 2.788it/s	 time: 0:32:53~0:26:54	 loss: 0.46>0.338	 lr: 0.00019387 ▲
[5600/10001]	 2.789it/s	 time: 0:33:28~0:26:17	 loss: 0.437>0.304	 lr: 0.00020612 ▲
[5700/10001]	 2.789it/s	 time: 0:34:04~0:25:41	 loss: 0.419>0.304	 lr: 0.00021837 ▲
[5800/10001]	 2.788it/s	 time: 0:34:40~0:25:06	 loss: 0.45>0.304	 lr: 0.00023062 ▲
[5900/10001]	 2.787it/s	 time: 0:35:17~0:24:31	 loss: 0.445>0.304	 lr: 0.00024287 ▲
[6000/10001]	 2.786it/s	 time: 0:35:54~0:23:56	 loss: 0.427>0.304	 lr: 0.00025488 ▲
[6100/10001]	 2.784it/s	 time: 0:36:31~0:23:20	 loss: 0.384>0.289	 lr: 0.00024263 ▼
[6200/10001]	 2.785it/s	 time: 0:37:06~0:22:44	 loss: 0.394>0.289	 lr: 0.00023038 ▼
[6300/10001]	 2.785it/s	 time: 0:37:42~0:22:08	 loss: 0.444>0.289	 lr: 0.00021813 ▼
[6400/10001]	 2.786it/s	 time: 0:38:17~0:21:32	 loss: 0.438>0.289	 lr: 0.00020588 ▼
[6500/10001]	 2.785it/s	 time: 0:38:54~0:20:56	 loss: 0.366>0.265	 lr: 0.00019363 ▼
[6600/10001]	 2.786it/s	 time: 0:39:29~0:20:20	 loss: 0.388>0.265	 lr: 0.00018138 ▼
[6700/10001]	 2.787it/s	 time: 0:40:04~0:19:44	 loss: 0.349>0.245	 lr: 0.00016913 ▼
[6800/10001]	 2.786it/s	 time: 0:40:41~0:19:08	 loss: 0.343>0.239	 lr: 0.00015688 ▼
[6900/10001]	 2.787it/s	 time: 0:41:16~0:18:32	 loss: 0.348>0.229	 lr: 0.00014463 ▼
[7000/10001]	 2.786it/s	 time: 0:41:53~0:17:57	 loss: 0.3>0.226	 lr: 0.00013238 ▼
[7100/10001]	 2.786it/s	 time: 0:42:28~0:17:20	 loss: 0.316>0.214	 lr: 0.00012013 ▼
[7200/10001]	 2.787it/s	 time: 0:43:03~0:16:44	 loss: 0.289>0.21	 lr: 0.00010788 ▼
[7300/10001]	 2.786it/s	 time: 0:43:40~0:16:09	 loss: 0.3>0.21	 lr: 9.563e-05 ▼
[7400/10001]	 2.787it/s	 time: 0:44:15~0:15:32	 loss: 0.274>0.199	 lr: 8.338e-05 ▼
[7500/10001]	 2.787it/s	 time: 0:44:51~0:14:56	 loss: 0.248>0.194	 lr: 7.113e-05 ▼
[7600/10001]	 2.788it/s	 time: 0:45:26~0:14:20	 loss: 0.305>0.194	 lr: 5.888e-05 ▼
[7700/10001]	 2.787it/s	 time: 0:46:03~0:13:45	 loss: 0.277>0.186	 lr: 4.663e-05 ▼
[7800/10001]	 2.787it/s	 time: 0:46:39~0:13:09	 loss: 0.226>0.178	 lr: 3.438e-05 ▼
[7900/10001]	 2.786it/s	 time: 0:47:16~0:12:33	 loss: 0.267>0.175	 lr: 2.213e-05 ▼
[8000/10001]	 2.786it/s	 time: 0:47:51~0:11:57	 loss: 0.252>0.173	 lr: 1.006e-05 ▼
[8100/10001]	 2.786it/s	 time: 0:48:27~0:11:21	 loss: 0.248>0.17	 lr: 1.619e-05 ▲
[8200/10001]	 2.787it/s	 time: 0:49:02~0:10:45	 loss: 0.243>0.17	 lr: 2.231e-05 ▲
[8300/10001]	 2.786it/s	 time: 0:49:39~0:10:10	 loss: 0.234>0.17	 lr: 2.844e-05 ▲
[8400/10001]	 2.786it/s	 time: 0:50:15~0:09:34	 loss: 0.25>0.167	 lr: 3.456e-05 ▲
[8500/10001]	 2.787it/s	 time: 0:50:50~0:08:58	 loss: 0.265>0.167	 lr: 4.069e-05 ▲
[8600/10001]	 2.787it/s	 time: 0:51:26~0:08:22	 loss: 0.268>0.167	 lr: 4.681e-05 ▲
[8700/10001]	 2.787it/s	 time: 0:52:02~0:07:46	 loss: 0.247>0.157	 lr: 5.294e-05 ▲
[8800/10001]	 2.787it/s	 time: 0:52:38~0:07:10	 loss: 0.241>0.157	 lr: 5.906e-05 ▲
[8900/10001]	 2.786it/s	 time: 0:53:14~0:06:34	 loss: 0.251>0.157	 lr: 6.519e-05 ▲
[9000/10001]	 2.787it/s	 time: 0:53:49~0:05:58	 loss: 0.256>0.157	 lr: 7.131e-05 ▲
[9100/10001]	 2.787it/s	 time: 0:54:25~0:05:22	 loss: 0.25>0.157	 lr: 7.744e-05 ▲
[9200/10001]	 2.787it/s	 time: 0:55:01~0:04:47	 loss: 0.274>0.154	 lr: 8.356e-05 ▲
[9300/10001]	 2.788it/s	 time: 0:55:36~0:04:11	 loss: 0.298>0.154	 lr: 8.969e-05 ▲
[9400/10001]	 2.788it/s	 time: 0:56:12~0:03:35	 loss: 0.247>0.154	 lr: 9.581e-05 ▲
[9500/10001]	 2.788it/s	 time: 0:56:48~0:02:59	 loss: 0.281>0.154	 lr: 0.00010194 ▲
[9600/10001]	 2.788it/s	 time: 0:57:23~0:02:23	 loss: 0.237>0.146	 lr: 0.00010806 ▲
[9700/10001]	 2.788it/s	 time: 0:57:59~0:01:47	 loss: 0.251>0.146	 lr: 0.00011419 ▲
[9800/10001]	 2.788it/s	 time: 0:58:35~0:01:11	 loss: 0.247>0.146	 lr: 0.00012031 ▲
[9900/10001]	 2.788it/s	 time: 0:59:11~0:00:35	 loss: 0.289>0.146	 lr: 0.00012644 ▲
[10000/10001]	 2.788it/s	 time: 0:59:47~0:00:00	 loss: 0.24>0.146	 lr: 0.00013244 ▲
model [rubiks_black_slice_iso3_v0_cp10000] saved to _checkpoints...
train time: 0:59:47
model [rubiks_black_slice_iso3_v0] saved to _models...
elapsed time: 0:59:53
****************
